% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
0.201	1	0	0	1	20	3	0	1	3	15	1	0	0	1390
0.212	1	0	0	1	21	4	0	1	3	14	1	0	0	1390
0.221	1	0	0	1	22	3	0	1	3	15	1	0	0	1390
0.232	1	0	0	1	23	4	0	1	3	14	1	0	0	1390
0.241	1	0	0	1	24	3	0	1	3	15	1	0	0	1390
0.252	1	0	0	1	25	4	0	1	3	14	1	0	0	1390
0.261	1	0	0	1	26	3	0	1	3	15	1	0	0	1390
0.272	1	0	0	1	27	4	0	1	3	14	1	0	0	1390
0.281	1	0	0	1	28	3	0	1	3	15	1	0	0	1390
0.292	1	0	0	1	29	4	0	1	3	14	1	0	0	1390
