time(s)	cellId	rnti	lcid	packetSize	delay(s)
0.203386	1	1	3	1054	0.00337388
0.330029	1	1	3	1054	0.110017
0.330029	1	1	3	1054	0.100017
0.330029	1	1	3	1054	0.0900167
0.330029	1	1	3	1054	0.0800167
0.330029	1	1	3	1054	0.0700167
0.330029	1	1	3	1054	0.0600167
0.330029	1	1	3	1054	0.0500167
0.330029	1	1	3	1054	0.0400167
