Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	rnti	tbSize	mcs	rank	rv	SINR(dB)	CQI	corrupt	TBler
0.2535	DL	25	3	0	6	1	1	0	5	15970	28	1	0	47.1576	15	0	0
0.253571	DL	25	3	0	7	1	1	0	4	15970	28	1	0	45.3765	15	0	0
0.253643	DL	25	3	0	8	1	1	0	3	15970	28	1	0	47.2048	15	0	0
0.253714	DL	25	3	0	9	1	1	0	2	15970	28	1	0	49.6364	15	0	0
0.253786	DL	25	3	0	10	1	1	0	1	15970	28	1	0	44.805	15	0	0
0.263143	DL	26	3	0	1	1	1	0	10	15970	28	1	0	41.9943	15	0	0
0.263214	DL	26	3	0	2	1	1	0	9	15970	28	1	0	44.6495	15	0	0
0.263286	DL	26	3	0	3	1	1	0	8	15970	28	1	0	45.6387	15	0	0
0.263357	DL	26	3	0	4	1	1	0	7	15970	28	1	0	46.3605	15	0	0
0.263429	DL	26	3	0	5	1	1	0	6	15970	28	1	0	41.8237	15	0	0
0.2635	DL	26	3	0	6	1	1	0	5	15970	28	1	0	47.134	15	0	0
0.263571	DL	26	3	0	7	1	1	0	4	15970	28	1	0	45.3305	15	0	0
0.263643	DL	26	3	0	8	1	1	0	3	15970	28	1	0	47.2061	15	0	0
0.263714	DL	26	3	0	9	1	1	0	2	15970	28	1	0	49.6686	15	0	0
0.263786	DL	26	3	0	10	1	1	0	1	15970	28	1	0	44.9869	15	0	0
0.273143	DL	27	3	0	1	1	1	0	10	15970	28	1	0	41.9909	15	0	0
0.273214	DL	27	3	0	2	1	1	0	9	15970	28	1	0	44.5245	15	0	0
0.273286	DL	27	3	0	3	1	1	0	8	15970	28	1	0	45.6126	15	0	0
0.273357	DL	27	3	0	4	1	1	0	7	15970	28	1	0	46.2362	15	0	0
0.273429	DL	27	3	0	5	1	1	0	6	15970	28	1	0	41.8233	15	0	0
0.2735	DL	27	3	0	6	1	1	0	5	15970	28	1	0	47.2013	15	0	0
0.273571	DL	27	3	0	7	1	1	0	4	15970	28	1	0	45.2798	15	0	0
0.273643	DL	27	3	0	8	1	1	0	3	15970	28	1	0	47.2058	15	0	0
0.273714	DL	27	3	0	9	1	1	0	2	15970	28	1	0	49.6898	15	0	0
