Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	Harq ID	K1 Delay
0.233071	DL DCI Rxed	23	3	0	1	10	0	15	2
0.235929	HARQ FD Txed	23	5	0	1	10	0	15	2
0.235929	HARQ FD Txed	23	5	0	1	9	0	15	2
0.235929	HARQ FD Txed	23	5	0	1	8	0	15	2
0.235929	HARQ FD Txed	23	5	0	1	7	0	15	2
0.235929	HARQ FD Txed	23	5	0	1	6	0	15	2
0.235929	HARQ FD Txed	23	5	0	1	5	0	15	2
0.235929	HARQ FD Txed	23	5	0	1	4	0	15	2
0.235929	HARQ FD Txed	23	5	0	1	3	0	15	2
0.235929	HARQ FD Txed	23	5	0	1	1	0	15	2
0.235929	HARQ FD Txed	23	5	0	1	2	0	15	2
0.243071	DL DCI Rxed	24	3	0	1	1	0	15	2
0.243071	DL DCI Rxed	24	3	0	1	2	0	15	2
0.243071	DL DCI Rxed	24	3	0	1	3	0	15	2
0.243071	DL DCI Rxed	24	3	0	1	4	0	15	2
0.243071	DL DCI Rxed	24	3	0	1	5	0	15	2
0.243071	DL DCI Rxed	24	3	0	1	6	0	15	2
0.243071	DL DCI Rxed	24	3	0	1	7	0	15	2
0.243071	DL DCI Rxed	24	3	0	1	8	0	15	2
0.243071	DL DCI Rxed	24	3	0	1	9	0	15	2
0.243071	DL DCI Rxed	24	3	0	1	10	0	15	2
0.245929	HARQ FD Txed	24	5	0	1	10	0	15	2
0.245929	HARQ FD Txed	24	5	0	1	9	0	15	2
0.245929	HARQ FD Txed	24	5	0	1	8	0	15	2
0.245929	HARQ FD Txed	24	5	0	1	7	0	15	2
0.245929	HARQ FD Txed	24	5	0	1	6	0	15	2
0.245929	HARQ FD Txed	24	5	0	1	5	0	15	2
0.245929	HARQ FD Txed	24	5	0	1	4	0	15	2
0.245929	HARQ FD Txed	24	5	0	1	3	0	15	2
0.245929	HARQ FD Txed	24	5	0	1	2	0	15	2
0.245929	HARQ FD Txed	24	5	0	1	1	0	15	2
0.253071	DL DCI Rxed	25	3	0	1	1	0	15	2
0.253071	DL DCI Rxed	25	3	0	1	2	0	15	2
0.253071	DL DCI Rxed	25	3	0	1	3	0	15	2
0.253071	DL DCI Rxed	25	3	0	1	4	0	15	2
0.253071	DL DCI Rxed	25	3	0	1	5	0	15	2
0.253071	DL DCI Rxed	25	3	0	1	6	0	15	2
0.253071	DL DCI Rxed	25	3	0	1	7	0	15	2
0.253071	DL DCI Rxed	25	3	0	1	8	0	15	2
0.253071	DL DCI Rxed	25	3	0	1	9	0	15	2
0.253071	DL DCI Rxed	25	3	0	1	10	0	15	2
0.255929	HARQ FD Txed	25	5	0	1	10	0	15	2
0.255929	HARQ FD Txed	25	5	0	1	9	0	15	2
0.255929	HARQ FD Txed	25	5	0	1	8	0	15	2
0.255929	HARQ FD Txed	25	5	0	1	7	0	15	2
0.255929	HARQ FD Txed	25	5	0	1	6	0	15	2
0.255929	HARQ FD Txed	25	5	0	1	5	0	15	2
0.255929	HARQ FD Txed	25	5	0	1	4	0	15	2
0.255929	HARQ FD Txed	25	5	0	1	3	0	15	2
0.255929	HARQ FD Txed	25	5	0	1	2	0	15	2
0.255929	HARQ FD Txed	25	5	0	1	1	0	15	2
0.263071	DL DCI Rxed	26	3	0	1	1	0	15	2
0.263071	DL DCI Rxed	26	3	0	1	2	0	15	2
0.263071	DL DCI Rxed	26	3	0	1	3	0	15	2
0.263071	DL DCI Rxed	26	3	0	1	4	0	15	2
0.263071	DL DCI Rxed	26	3	0	1	5	0	15	2
0.263071	DL DCI Rxed	26	3	0	1	6	0	15	2
0.263071	DL DCI Rxed	26	3	0	1	7	0	15	2
0.263071	DL DCI Rxed	26	3	0	1	8	0	15	2
0.263071	DL DCI Rxed	26	3	0	1	9	0	15	2
0.263071	DL DCI Rxed	26	3	0	1	10	0	15	2
0.265929	HARQ FD Txed	26	5	0	1	10	0	15	2
0.265929	HARQ FD Txed	26	5	0	1	9	0	15	2
0.265929	HARQ FD Txed	26	5	0	1	7	0	15	2
