Time(sec)	CellId	BwpId	IMSI	pathLoss(dB)
0.588	1	0	5	-199.668
0.588	1	0	6	-204.883
0.588	1	0	7	-200.968
0.588	1	0	8	-202.144
0.588	1	0	9	-202.094
0.588	1	0	10	-205.56
0.59	1	0	1	-202.47
0.59	1	0	2	-199.31
0.59	1	0	3	-201.133
0.59	1	0	4	-202.788
0.59	1	0	5	-199.668
0.59	1	0	6	-204.883
0.59	1	0	7	-200.968
0.59	1	0	8	-202.144
0.59	1	0	9	-202.094
0.59	1	0	10	-205.56
0.593	1	0	1	-202.47
0.593	1	0	2	-199.31
0.593	1	0	3	-201.133
0.593	1	0	4	-202.788
0.593	1	0	5	-199.668
0.593	1	0	6	-204.883
0.593	1	0	7	-200.968
0.593	1	0	8	-202.144
0.593	1	0	9	-202.094
0.593	1	0	10	-205.56
0.595	1	0	1	-202.47
0.595	1	0	2	-199.31
0.595	1	0	3	-201.133
0.595	1	0	4	-202.788
0.595	1	0	5	-199.668
0.595	1	0	6	-204.883
0.595	1	0	7	-200.968
0.595	1	0	8	-202.144
0.595	1	0	9	-202.094
0.595	1	0	10	-205.56
0.6	1	0	1	-202.47
0.6	1	0	2	-199.31
0.6	1	0	3	-201.133
0.6	1	0	4	-202.788
0.6	1	0	5	-199.668
0.6	1	0	6	-204.883
0.6	1	0	7	-200.968
0.6	1	0	8	-202.144
0.6	1	0	9	-202.094
0.6	1	0	10	-205.56
0.604	1	0	1	-202.47
0.604	1	0	2	-199.31
0.604	1	0	3	-201.133
0.604	1	0	4	-202.788
0.604	1	0	5	-199.668
0.604	1	0	6	-204.883
0.604	1	0	7	-200.968
0.604	1	0	8	-202.144
0.604	1	0	9	-202.094
0.604	1	0	10	-205.56
0.605	1	0	1	-202.47
0.605	1	0	2	-199.31
0.605	1	0	3	-201.133
0.605	1	0	4	-202.788
0.605	1	0	5	-199.668
0.605	1	0	6	-204.883
0.605	1	0	7	-200.968
0.605	1	0	8	-202.144
0.605	1	0	9	-202.094
0.605	1	0	10	-205.56
0.61	1	0	1	-202.47
0.61	1	0	2	-199.31
0.61	1	0	3	-201.133
0.61	1	0	4	-202.788
0.61	1	0	5	-199.668
0.61	1	0	6	-204.883
0.61	1	0	7	-200.968
0.61	1	0	8	-202.144
0.61	1	0	9	-202.094
0.61	1	0	10	-205.56
0.612	1	0	1	-202.47
0.612	1	0	2	-199.31
0.612	1	0	3	-201.133
0.612	1	0	4	-202.788
0.612	1	0	5	-199.668
0.612	1	0	6	-204.883
0.612	1	0	7	-200.968
0.612	1	0	8	-202.144
0.612	1	0	9	-202.094
0.612	1	0	10	-205.56
0.615	1	0	1	-202.47
0.615	1	0	2	-199.31
0.615	1	0	3	-201.133
0.615	1	0	4	-202.788
0.615	1	0	5	-199.668
0.615	1	0	6	-204.883
0.615	1	0	7	-200.968
0.615	1	0	8	-202.144
0.615	1	0	9	-202.094
0.615	1	0	10	-205.56
0.62	1	0	1	-202.47
0.62	1	0	2	-199.31
0.62	1	0	3	-201.133
0.62	1	0	4	-202.788
0.62	1	0	5	-199.668
0.62	1	0	6	-204.883
0.62	1	0	7	-200.968
0.62	1	0	8	-202.144
0.62	1	0	9	-202.094
0.62	1	0	10	-205.56
0.624	1	0	1	-202.47
0.624	1	0	2	-199.31
0.624	1	0	3	-201.133
0.624	1	0	4	-202.788
0.624	1	0	5	-199.668
0.624	1	0	6	-204.883
0.624	1	0	7	-200.968
0.624	1	0	8	-202.144
0.624	1	0	9	-202.094
0.624	1	0	10	-205.56
0.625	1	0	1	-202.47
0.625	1	0	2	-199.31
0.625	1	0	3	-201.133
0.625	1	0	4	-202.788
0.625	1	0	5	-199.668
0.625	1	0	6	-204.883
0.625	1	0	7	-200.968
0.625	1	0	8	-202.144
0.625	1	0	9	-202.094
0.625	1	0	10	-205.56
0.63	1	0	1	-202.47
0.63	1	0	2	-199.31
0.63	1	0	3	-201.133
0.63	1	0	4	-202.788
0.63	1	0	5	-199.668
0.63	1	0	6	-204.883
0.63	1	0	7	-200.968
0.63	1	0	8	-202.144
0.63	1	0	9	-202.094
0.63	1	0	10	-205.56
0.632	1	0	1	-202.47
0.632	1	0	2	-199.31
0.632	1	0	3	-201.133
0.632	1	0	4	-202.788
0.632	1	0	5	-199.668
0.632	1	0	6	-204.883
0.632	1	0	7	-200.968
0.632	1	0	8	-202.144
0.632	1	0	9	-202.094
0.632	1	0	10	-205.56
0.635	1	0	1	-202.47
0.635	1	0	2	-199.31
0.635	1	0	3	-201.133
0.635	1	0	4	-202.788
0.635	1	0	5	-199.668
0.635	1	0	6	-204.883
0.635	1	0	7	-200.968
0.635	1	0	8	-202.144
0.635	1	0	9	-202.094
0.635	1	0	10	-205.56
0.64	1	0	1	-202.47
0.64	1	0	2	-199.31
0.64	1	0	3	-201.133
0.64	1	0	4	-202.788
0.64	1	0	5	-199.668
0.64	1	0	6	-204.883
0.64	1	0	7	-200.968
0.64	1	0	8	-202.144
0.64	1	0	9	-202.094
0.64	1	0	10	-205.56
0.645	1	0	1	-202.47
0.645	1	0	2	-199.31
0.645	1	0	3	-201.133
0.645	1	0	4	-202.788
0.645	1	0	5	-199.668
0.645	1	0	6	-204.883
0.645	1	0	7	-200.968
0.645	1	0	8	-202.144
0.645	1	0	9	-202.094
0.645	1	0	10	-205.56
0.65	1	0	1	-202.47
0.65	1	0	2	-199.31
0.65	1	0	3	-201.133
0.65	1	0	4	-202.788
0.65	1	0	5	-199.668
0.65	1	0	6	-204.883
0.65	1	0	7	-200.968
0.65	1	0	8	-202.144
0.65	1	0	9	-202.094
0.65	1	0	10	-205.56
0.655	1	0	1	-202.47
0.655	1	0	2	-199.31
0.655	1	0	3	-201.133
0.655	1	0	4	-202.788
0.655	1	0	5	-199.668
0.655	1	0	6	-204.883
0.655	1	0	7	-200.968
0.655	1	0	8	-202.144
0.655	1	0	9	-202.094
0.655	1	0	10	-205.56
0.66	1	0	1	-202.47
0.66	1	0	2	-199.31
0.66	1	0	3	-201.133
0.66	1	0	4	-202.788
0.66	1	0	5	-199.668
0.66	1	0	6	-204.883
0.66	1	0	7	-200.968
0.66	1	0	8	-202.144
0.66	1	0	9	-202.094
0.66	1	0	10	-205.56
0.662	1	0	1	-202.47
0.662	1	0	2	-199.31
0.662	1	0	3	-201.133
0.662	1	0	4	-202.788
0.662	1	0	5	-199.668
0.662	1	0	6	-204.883
0.662	1	0	7	-200.968
0.662	1	0	8	-202.144
0.662	1	0	9	-202.094
0.662	1	0	10	-205.56
0.664	1	0	1	-202.47
0.664	1	0	2	-199.31
0.664	1	0	3	-201.133
0.664	1	0	4	-202.788
0.664	1	0	5	-199.668
0.664	1	0	6	-204.883
0.664	1	0	7	-200.968
0.664	1	0	8	-202.144
0.664	1	0	9	-202.094
0.664	1	0	10	-205.56
0.665	1	0	1	-202.47
0.665	1	0	2	-199.31
0.665	1	0	3	-201.133
0.665	1	0	4	-202.788
0.665	1	0	5	-199.668
0.665	1	0	6	-204.883
0.665	1	0	7	-200.968
0.665	1	0	8	-202.144
0.665	1	0	9	-202.094
0.665	1	0	10	-205.56
0.668	1	0	1	-202.47
0.668	1	0	2	-199.31
0.668	1	0	3	-201.133
0.668	1	0	4	-202.788
0.668	1	0	5	-199.668
0.668	1	0	6	-204.883
0.668	1	0	7	-200.968
0.668	1	0	8	-202.144
0.668	1	0	9	-202.094
0.668	1	0	10	-205.56
0.67	1	0	1	-202.47
0.67	1	0	2	-199.31
0.67	1	0	3	-201.133
0.67	1	0	4	-202.788
0.67	1	0	5	-199.668
0.67	1	0	6	-204.883
0.67	1	0	7	-200.968
0.67	1	0	8	-202.144
0.67	1	0	9	-202.094
0.67	1	0	10	-205.56
0.673	1	0	1	-202.47
0.673	1	0	2	-199.31
0.673	1	0	3	-201.133
0.673	1	0	4	-202.788
0.673	1	0	5	-199.668
0.673	1	0	6	-204.883
0.673	1	0	7	-200.968
0.673	1	0	8	-202.144
0.673	1	0	9	-202.094
0.673	1	0	10	-205.56
0.675	1	0	1	-202.47
0.675	1	0	2	-199.31
0.675	1	0	3	-201.133
0.675	1	0	4	-202.788
0.675	1	0	5	-199.668
0.675	1	0	6	-204.883
0.675	1	0	7	-200.968
0.675	1	0	8	-202.144
0.675	1	0	9	-202.094
0.675	1	0	10	-205.56
0.68	1	0	1	-202.47
0.68	1	0	2	-199.31
0.68	1	0	3	-201.133
0.68	1	0	4	-202.788
0.68	1	0	5	-199.668
0.68	1	0	6	-204.883
0.68	1	0	7	-200.968
0.68	1	0	8	-202.144
0.68	1	0	9	-202.094
0.68	1	0	10	-205.56
0.684	1	0	1	-202.47
0.684	1	0	2	-199.31
0.684	1	0	3	-201.133
0.684	1	0	4	-202.788
0.684	1	0	5	-199.668
0.684	1	0	6	-204.883
0.684	1	0	7	-200.968
0.684	1	0	8	-202.144
0.684	1	0	9	-202.094
0.684	1	0	10	-205.56
0.685	1	0	1	-202.47
0.685	1	0	2	-199.31
0.685	1	0	3	-201.133
0.685	1	0	4	-202.788
0.685	1	0	5	-199.668
0.685	1	0	6	-204.883
0.685	1	0	7	-200.968
0.685	1	0	8	-202.144
0.685	1	0	9	-202.094
0.685	1	0	10	-205.56
0.69	1	0	1	-202.47
0.69	1	0	2	-199.31
0.69	1	0	3	-201.133
0.69	1	0	4	-202.788
0.69	1	0	5	-199.668
0.69	1	0	6	-204.883
0.69	1	0	7	-200.968
0.69	1	0	8	-202.144
0.69	1	0	9	-202.094
0.69	1	0	10	-205.56
0.692	1	0	1	-202.47
0.692	1	0	2	-199.31
0.692	1	0	3	-201.133
0.692	1	0	4	-202.788
0.692	1	0	5	-199.668
0.692	1	0	6	-204.883
0.692	1	0	7	-200.968
0.692	1	0	8	-202.144
0.692	1	0	9	-202.094
0.692	1	0	10	-205.56
0.695	1	0	1	-202.47
0.695	1	0	2	-199.31
0.695	1	0	3	-201.133
0.695	1	0	4	-202.788
0.695	1	0	5	-199.668
0.695	1	0	6	-204.883
0.695	1	0	7	-200.968
0.695	1	0	8	-202.144
0.695	1	0	9	-202.094
0.695	1	0	10	-205.56
0.7	1	0	1	-202.47
0.7	1	0	2	-199.31
0.7	1	0	3	-201.133
0.7	1	0	4	-202.788
0.7	1	0	5	-199.668
0.7	1	0	6	-204.883
0.7	1	0	7	-200.968
0.7	1	0	8	-202.144
0.7	1	0	9	-202.094
0.7	1	0	10	-205.56
0.704	1	0	1	-202.47
0.704	1	0	2	-199.31
0.704	1	0	3	-201.133
0.704	1	0	4	-202.788
0.704	1	0	5	-199.668
0.704	1	0	6	-204.883
0.704	1	0	7	-200.968
0.704	1	0	8	-202.144
0.704	1	0	9	-202.094
0.704	1	0	10	-205.56
0.705	1	0	1	-202.47
0.705	1	0	2	-199.31
0.705	1	0	3	-201.133
0.705	1	0	4	-202.788
0.705	1	0	5	-199.668
0.705	1	0	6	-204.883
0.705	1	0	7	-200.968
0.705	1	0	8	-202.144
0.705	1	0	9	-202.094
0.705	1	0	10	-205.56
0.71	1	0	1	-202.47
0.71	1	0	2	-199.31
0.71	1	0	3	-201.133
0.71	1	0	4	-202.788
0.71	1	0	5	-199.668
0.71	1	0	6	-204.883
0.71	1	0	7	-200.968
0.71	1	0	8	-202.144
0.71	1	0	9	-202.094
0.71	1	0	10	-205.56
0.712	1	0	1	-202.47
0.712	1	0	2	-199.31
0.712	1	0	3	-201.133
0.712	1	0	4	-202.788
0.712	1	0	5	-199.668
0.712	1	0	6	-204.883
0.712	1	0	7	-200.968
0.712	1	0	8	-202.144
0.712	1	0	9	-202.094
0.712	1	0	10	-205.56
0.715	1	0	1	-202.47
0.715	1	0	2	-199.31
0.715	1	0	3	-201.133
0.715	1	0	4	-202.788
0.715	1	0	5	-199.668
0.715	1	0	6	-204.883
0.715	1	0	7	-200.968
0.715	1	0	8	-202.144
0.715	1	0	9	-202.094
0.715	1	0	10	-205.56
0.72	1	0	1	-202.47
0.72	1	0	2	-199.31
0.72	1	0	3	-201.133
0.72	1	0	4	-202.788
0.72	1	0	5	-199.668
0.72	1	0	6	-204.883
0.72	1	0	7	-200.968
0.72	1	0	8	-202.144
0.72	1	0	9	-202.094
0.72	1	0	10	-205.56
0.725	1	0	1	-202.47
0.725	1	0	2	-199.31
0.725	1	0	3	-201.133
0.725	1	0	4	-202.788
0.725	1	0	5	-199.668
0.725	1	0	6	-204.883
0.725	1	0	7	-200.968
0.725	1	0	8	-202.144
0.725	1	0	9	-202.094
0.725	1	0	10	-205.56
0.73	1	0	1	-202.47
0.73	1	0	2	-199.31
0.73	1	0	3	-201.133
0.73	1	0	4	-202.788
0.73	1	0	5	-199.668
0.73	1	0	6	-204.883
0.73	1	0	7	-200.968
0.73	1	0	8	-202.144
0.73	1	0	9	-202.094
0.73	1	0	10	-205.56
0.735	1	0	1	-202.47
0.735	1	0	2	-199.31
0.735	1	0	3	-201.133
0.735	1	0	4	-202.788
0.735	1	0	5	-199.668
0.735	1	0	6	-204.883
0.735	1	0	7	-200.968
0.735	1	0	8	-202.144
0.735	1	0	9	-202.094
0.735	1	0	10	-205.56
0.74	1	0	1	-202.47
0.74	1	0	2	-199.31
0.74	1	0	3	-201.133
0.74	1	0	4	-202.788
0.74	1	0	5	-199.668
0.74	1	0	6	-204.883
0.74	1	0	7	-200.968
0.74	1	0	8	-202.144
0.74	1	0	9	-202.094
0.74	1	0	10	-205.56
0.742	1	0	1	-202.47
0.742	1	0	2	-199.31
0.742	1	0	3	-201.133
0.742	1	0	4	-202.788
0.742	1	0	5	-199.668
0.742	1	0	6	-204.883
0.742	1	0	7	-200.968
0.742	1	0	8	-202.144
0.742	1	0	9	-202.094
0.742	1	0	10	-205.56
0.744	1	0	1	-202.47
0.744	1	0	2	-199.31
0.744	1	0	3	-201.133
0.744	1	0	4	-202.788
0.744	1	0	5	-199.668
0.744	1	0	6	-204.883
0.744	1	0	7	-200.968
0.744	1	0	8	-202.144
0.744	1	0	9	-202.094
0.744	1	0	10	-205.56
0.745	1	0	1	-202.47
0.745	1	0	2	-199.31
0.745	1	0	3	-201.133
0.745	1	0	4	-202.788
0.745	1	0	5	-199.668
0.745	1	0	6	-204.883
0.745	1	0	7	-200.968
0.745	1	0	8	-202.144
0.745	1	0	9	-202.094
0.745	1	0	10	-205.56
0.748	1	0	1	-202.47
0.748	1	0	2	-199.31
0.748	1	0	3	-201.133
0.748	1	0	4	-202.788
0.748	1	0	5	-199.668
0.748	1	0	6	-204.883
0.748	1	0	7	-200.968
0.748	1	0	8	-202.144
0.748	1	0	9	-202.094
0.748	1	0	10	-205.56
0.75	1	0	1	-202.47
0.75	1	0	2	-199.31
0.75	1	0	3	-201.133
0.75	1	0	4	-202.788
0.75	1	0	5	-199.668
0.75	1	0	6	-204.883
0.75	1	0	7	-200.968
0.75	1	0	8	-202.144
0.75	1	0	9	-202.094
0.75	1	0	10	-205.56
0.753	1	0	1	-202.47
0.753	1	0	2	-199.31
0.753	1	0	3	-201.133
0.753	1	0	4	-202.788
0.753	1	0	5	-199.668
0.753	1	0	6	-204.883
0.753	1	0	7	-200.968
0.753	1	0	8	-202.144
0.753	1	0	9	-202.094
0.753	1	0	10	-205.56
0.755	1	0	1	-202.47
0.755	1	0	2	-199.31
0.755	1	0	3	-201.133
0.755	1	0	4	-202.788
0.755	1	0	5	-199.668
0.755	1	0	6	-204.883
0.755	1	0	7	-200.968
0.755	1	0	8	-202.144
0.755	1	0	9	-202.094
0.755	1	0	10	-205.56
0.76	1	0	1	-202.47
0.76	1	0	2	-199.31
0.76	1	0	3	-201.133
0.76	1	0	4	-202.788
0.76	1	0	5	-199.668
0.76	1	0	6	-204.883
0.76	1	0	7	-200.968
0.76	1	0	8	-202.144
0.76	1	0	9	-202.094
0.76	1	0	10	-205.56
0.764	1	0	1	-202.47
0.764	1	0	2	-199.31
0.764	1	0	3	-201.133
0.764	1	0	4	-202.788
0.764	1	0	5	-199.668
0.764	1	0	6	-204.883
0.764	1	0	7	-200.968
0.764	1	0	8	-202.144
0.764	1	0	9	-202.094
0.764	1	0	10	-205.56
0.765	1	0	1	-202.47
0.765	1	0	2	-199.31
0.765	1	0	3	-201.133
0.765	1	0	4	-202.788
0.765	1	0	5	-199.668
0.765	1	0	6	-204.883
0.765	1	0	7	-200.968
0.765	1	0	8	-202.144
0.765	1	0	9	-202.094
0.765	1	0	10	-205.56
0.77	1	0	1	-202.47
0.77	1	0	2	-199.31
0.77	1	0	3	-201.133
0.77	1	0	4	-202.788
0.77	1	0	5	-199.668
0.77	1	0	6	-204.883
0.77	1	0	7	-200.968
0.77	1	0	8	-202.144
0.77	1	0	9	-202.094
0.77	1	0	10	-205.56
0.772	1	0	1	-202.47
0.772	1	0	2	-199.31
0.772	1	0	3	-201.133
0.772	1	0	4	-202.788
0.772	1	0	5	-199.668
0.772	1	0	6	-204.883
0.772	1	0	7	-200.968
0.772	1	0	8	-202.144
0.772	1	0	9	-202.094
0.772	1	0	10	-205.56
0.775	1	0	1	-202.47
0.775	1	0	2	-199.31
0.775	1	0	3	-201.133
0.775	1	0	4	-202.788
0.775	1	0	5	-199.668
0.775	1	0	6	-204.883
0.775	1	0	7	-200.968
0.775	1	0	8	-202.144
0.775	1	0	9	-202.094
0.775	1	0	10	-205.56
0.78	1	0	1	-202.47
0.78	1	0	2	-199.31
0.78	1	0	3	-201.133
0.78	1	0	4	-202.788
0.78	1	0	5	-199.668
0.78	1	0	6	-204.883
0.78	1	0	7	-200.968
0.78	1	0	8	-202.144
0.78	1	0	9	-202.094
0.78	1	0	10	-205.56
0.784	1	0	1	-202.47
0.784	1	0	2	-199.31
0.784	1	0	3	-201.133
0.784	1	0	4	-202.788
0.784	1	0	5	-199.668
0.784	1	0	6	-204.883
0.784	1	0	7	-200.968
0.784	1	0	8	-202.144
0.784	1	0	9	-202.094
0.784	1	0	10	-205.56
0.785	1	0	1	-202.47
0.785	1	0	2	-199.31
0.785	1	0	3	-201.133
0.785	1	0	4	-202.788
0.785	1	0	5	-199.668
0.785	1	0	6	-204.883
0.785	1	0	7	-200.968
0.785	1	0	8	-202.144
0.785	1	0	9	-202.094
0.785	1	0	10	-205.56
0.79	1	0	1	-202.47
0.79	1	0	2	-199.31
0.79	1	0	3	-201.133
0.79	1	0	4	-202.788
0.79	1	0	5	-199.668
0.79	1	0	6	-204.883
0.79	1	0	7	-200.968
0.79	1	0	8	-202.144
0.79	1	0	9	-202.094
0.79	1	0	10	-205.56
0.792	1	0	1	-202.47
0.792	1	0	2	-199.31
0.792	1	0	3	-201.133
0.792	1	0	4	-202.788
0.792	1	0	5	-199.668
0.792	1	0	6	-204.883
0.792	1	0	7	-200.968
0.792	1	0	8	-202.144
0.792	1	0	9	-202.094
0.792	1	0	10	-205.56
0.795	1	0	1	-202.47
0.795	1	0	2	-199.31
0.795	1	0	3	-201.133
0.795	1	0	4	-202.788
0.795	1	0	5	-199.668
0.795	1	0	6	-204.883
0.795	1	0	7	-200.968
0.795	1	0	8	-202.144
0.795	1	0	9	-202.094
0.795	1	0	10	-205.56
0.8	1	0	1	-202.47
0.8	1	0	2	-199.31
0.8	1	0	3	-201.133
0.8	1	0	4	-202.788
0.8	1	0	5	-199.668
0.8	1	0	6	-204.883
0.8	1	0	7	-200.968
0.8	1	0	8	-202.144
0.8	1	0	9	-202.094
0.8	1	0	10	-205.56
0.805	1	0	1	-202.47
0.805	1	0	2	-199.31
0.805	1	0	3	-201.133
0.805	1	0	4	-202.788
0.805	1	0	5	-199.668
0.805	1	0	6	-204.883
0.805	1	0	7	-200.968
0.805	1	0	8	-202.144
0.805	1	0	9	-202.094
0.805	1	0	10	-205.56
0.81	1	0	1	-202.47
0.81	1	0	2	-199.31
0.81	1	0	3	-201.133
0.81	1	0	4	-202.788
0.81	1	0	5	-199.668
0.81	1	0	6	-204.883
0.81	1	0	7	-200.968
0.81	1	0	8	-202.144
0.81	1	0	9	-202.094
0.81	1	0	10	-205.56
0.815	1	0	1	-202.47
0.815	1	0	2	-199.31
0.815	1	0	3	-201.133
0.815	1	0	4	-202.788
0.815	1	0	5	-199.668
0.815	1	0	6	-204.883
0.815	1	0	7	-200.968
0.815	1	0	8	-202.144
0.815	1	0	9	-202.094
0.815	1	0	10	-205.56
0.82	1	0	1	-202.47
0.82	1	0	2	-199.31
0.82	1	0	3	-201.133
0.82	1	0	4	-202.788
0.82	1	0	5	-199.668
0.82	1	0	6	-204.883
0.82	1	0	7	-200.968
0.82	1	0	8	-202.144
0.82	1	0	9	-202.094
0.82	1	0	10	-205.56
0.822	1	0	1	-202.47
0.822	1	0	2	-199.31
0.822	1	0	3	-201.133
0.822	1	0	4	-202.788
0.822	1	0	5	-199.668
0.822	1	0	6	-204.883
0.822	1	0	7	-200.968
0.822	1	0	8	-202.144
0.822	1	0	9	-202.094
0.822	1	0	10	-205.56
0.824	1	0	1	-202.47
0.824	1	0	2	-199.31
0.824	1	0	3	-201.133
0.824	1	0	4	-202.788
0.824	1	0	5	-199.668
0.824	1	0	6	-204.883
0.824	1	0	7	-200.968
0.824	1	0	8	-202.144
0.824	1	0	9	-202.094
0.824	1	0	10	-205.56
0.825	1	0	1	-202.47
0.825	1	0	2	-199.31
0.825	1	0	3	-201.133
0.825	1	0	4	-202.788
0.825	1	0	5	-199.668
0.825	1	0	6	-204.883
0.825	1	0	7	-200.968
0.825	1	0	8	-202.144
0.825	1	0	9	-202.094
0.825	1	0	10	-205.56
0.828	1	0	1	-202.47
0.828	1	0	2	-199.31
0.828	1	0	3	-201.133
0.828	1	0	4	-202.788
0.828	1	0	5	-199.668
0.828	1	0	6	-204.883
0.828	1	0	7	-200.968
0.828	1	0	8	-202.144
0.828	1	0	9	-202.094
0.828	1	0	10	-205.56
0.83	1	0	1	-202.47
0.83	1	0	2	-199.31
0.83	1	0	3	-201.133
0.83	1	0	4	-202.788
0.83	1	0	5	-199.668
0.83	1	0	6	-204.883
0.83	1	0	7	-200.968
0.83	1	0	8	-202.144
0.83	1	0	9	-202.094
0.83	1	0	10	-205.56
0.833	1	0	1	-202.47
0.833	1	0	2	-199.31
0.833	1	0	3	-201.133
0.833	1	0	4	-202.788
0.833	1	0	5	-199.668
0.833	1	0	6	-204.883
0.833	1	0	7	-200.968
0.833	1	0	8	-202.144
0.833	1	0	9	-202.094
0.833	1	0	10	-205.56
0.835	1	0	1	-202.47
0.835	1	0	2	-199.31
0.835	1	0	3	-201.133
0.835	1	0	4	-202.788
0.835	1	0	5	-199.668
0.835	1	0	6	-204.883
0.835	1	0	7	-200.968
0.835	1	0	8	-202.144
0.835	1	0	9	-202.094
0.835	1	0	10	-205.56
0.84	1	0	1	-202.47
0.84	1	0	2	-199.31
0.84	1	0	3	-201.133
0.84	1	0	4	-202.788
0.84	1	0	5	-199.668
0.84	1	0	6	-204.883
0.84	1	0	7	-200.968
0.84	1	0	8	-202.144
0.84	1	0	9	-202.094
0.84	1	0	10	-205.56
0.844	1	0	1	-202.47
0.844	1	0	2	-199.31
0.844	1	0	3	-201.133
0.844	1	0	4	-202.788
0.844	1	0	5	-199.668
0.844	1	0	6	-204.883
0.844	1	0	7	-200.968
0.844	1	0	8	-202.144
0.844	1	0	9	-202.094
0.844	1	0	10	-205.56
0.845	1	0	1	-202.47
0.845	1	0	2	-199.31
0.845	1	0	3	-201.133
0.845	1	0	4	-202.788
0.845	1	0	5	-199.668
0.845	1	0	6	-204.883
0.845	1	0	7	-200.968
0.845	1	0	8	-202.144
0.845	1	0	9	-202.094
0.845	1	0	10	-205.56
0.85	1	0	1	-202.47
0.85	1	0	2	-199.31
0.85	1	0	3	-201.133
0.85	1	0	4	-202.788
0.85	1	0	5	-199.668
0.85	1	0	6	-204.883
0.85	1	0	7	-200.968
0.85	1	0	8	-202.144
0.85	1	0	9	-202.094
0.85	1	0	10	-205.56
0.852	1	0	1	-202.47
0.852	1	0	2	-199.31
0.852	1	0	3	-201.133
0.852	1	0	4	-202.788
0.852	1	0	5	-199.668
0.852	1	0	6	-204.883
0.852	1	0	7	-200.968
0.852	1	0	8	-202.144
0.852	1	0	9	-202.094
0.852	1	0	10	-205.56
0.855	1	0	1	-202.47
0.855	1	0	2	-199.31
0.855	1	0	3	-201.133
0.855	1	0	4	-202.788
0.855	1	0	5	-199.668
0.855	1	0	6	-204.883
0.855	1	0	7	-200.968
0.855	1	0	8	-202.144
0.855	1	0	9	-202.094
0.855	1	0	10	-205.56
0.86	1	0	1	-202.47
0.86	1	0	2	-199.31
0.86	1	0	3	-201.133
0.86	1	0	4	-202.788
0.86	1	0	5	-199.668
0.86	1	0	6	-204.883
0.86	1	0	7	-200.968
0.86	1	0	8	-202.144
0.86	1	0	9	-202.094
0.86	1	0	10	-205.56
0.864	1	0	1	-202.47
0.864	1	0	2	-199.31
0.864	1	0	3	-201.133
0.864	1	0	4	-202.788
0.864	1	0	5	-199.668
0.864	1	0	6	-204.883
0.864	1	0	7	-200.968
0.864	1	0	8	-202.144
0.864	1	0	9	-202.094
0.864	1	0	10	-205.56
0.865	1	0	1	-202.47
0.865	1	0	2	-199.31
0.865	1	0	3	-201.133
0.865	1	0	4	-202.788
0.865	1	0	5	-199.668
0.865	1	0	6	-204.883
0.865	1	0	7	-200.968
0.865	1	0	8	-202.144
0.865	1	0	9	-202.094
0.865	1	0	10	-205.56
0.87	1	0	1	-202.47
0.87	1	0	2	-199.31
0.87	1	0	3	-201.133
0.87	1	0	4	-202.788
0.87	1	0	5	-199.668
0.87	1	0	6	-204.883
0.87	1	0	7	-200.968
0.87	1	0	8	-202.144
0.87	1	0	9	-202.094
0.87	1	0	10	-205.56
0.872	1	0	1	-202.47
0.872	1	0	2	-199.31
0.872	1	0	3	-201.133
0.872	1	0	4	-202.788
0.872	1	0	5	-199.668
0.872	1	0	6	-204.883
0.872	1	0	7	-200.968
0.872	1	0	8	-202.144
0.872	1	0	9	-202.094
0.872	1	0	10	-205.56
0.875	1	0	1	-202.47
0.875	1	0	2	-199.31
0.875	1	0	3	-201.133
0.875	1	0	4	-202.788
0.875	1	0	5	-199.668
0.875	1	0	6	-204.883
0.875	1	0	7	-200.968
0.875	1	0	8	-202.144
0.875	1	0	9	-202.094
0.875	1	0	10	-205.56
0.88	1	0	1	-202.47
0.88	1	0	2	-199.31
0.88	1	0	3	-201.133
0.88	1	0	4	-202.788
0.88	1	0	5	-199.668
0.88	1	0	6	-204.883
0.88	1	0	7	-200.968
0.88	1	0	8	-202.144
0.88	1	0	9	-202.094
0.88	1	0	10	-205.56
0.885	1	0	1	-202.47
0.885	1	0	2	-199.31
0.885	1	0	3	-201.133
0.885	1	0	4	-202.788
0.885	1	0	5	-199.668
0.885	1	0	6	-204.883
0.885	1	0	7	-200.968
0.885	1	0	8	-202.144
0.885	1	0	9	-202.094
0.885	1	0	10	-205.56
0.89	1	0	1	-202.47
0.89	1	0	2	-199.31
0.89	1	0	3	-201.133
0.89	1	0	4	-202.788
0.89	1	0	5	-199.668
0.89	1	0	6	-204.883
0.89	1	0	7	-200.968
0.89	1	0	8	-202.144
0.89	1	0	9	-202.094
0.89	1	0	10	-205.56
0.895	1	0	1	-202.47
0.895	1	0	2	-199.31
0.895	1	0	3	-201.133
0.895	1	0	4	-202.788
0.895	1	0	5	-199.668
0.895	1	0	6	-204.883
0.895	1	0	7	-200.968
0.895	1	0	8	-202.144
0.895	1	0	9	-202.094
0.895	1	0	10	-205.56
0.9	1	0	1	-202.47
0.9	1	0	2	-199.31
0.9	1	0	3	-201.133
0.9	1	0	4	-202.788
0.9	1	0	5	-199.668
0.9	1	0	6	-204.883
0.9	1	0	7	-200.968
0.9	1	0	8	-202.144
0.9	1	0	9	-202.094
0.9	1	0	10	-205.56
0.902	1	0	1	-202.47
0.902	1	0	2	-199.31
0.902	1	0	3	-201.133
0.902	1	0	4	-202.788
0.902	1	0	5	-199.668
