Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	Harq ID	K1 Delay
0.203071	DL DCI Rxed	20	3	0	1	1	0	15	2
0.205929	HARQ FD Txed	20	5	0	1	1	0	15	2
0.213071	DL DCI Rxed	21	3	0	1	1	0	15	2
0.215929	HARQ FD Txed	21	5	0	1	1	0	15	2
0.223071	DL DCI Rxed	22	3	0	1	1	0	15	2
0.225929	HARQ FD Txed	22	5	0	1	1	0	15	2
0.233071	DL DCI Rxed	23	3	0	1	1	0	15	2
0.235929	HARQ FD Txed	23	5	0	1	1	0	15	2
0.243071	DL DCI Rxed	24	3	0	1	1	0	15	2
0.245929	HARQ FD Txed	24	5	0	1	1	0	15	2
0.253071	DL DCI Rxed	25	3	0	1	1	0	15	2
0.255929	HARQ FD Txed	25	5	0	1	1	0	15	2
0.263071	DL DCI Rxed	26	3	0	1	1	0	15	2
0.265929	HARQ FD Txed	26	5	0	1	1	0	15	2
0.273071	DL DCI Rxed	27	3	0	1	1	0	15	2
0.275929	HARQ FD Txed	27	5	0	1	1	0	15	2
0.283071	DL DCI Rxed	28	3	0	1	1	0	15	2
0.285929	HARQ FD Txed	28	5	0	1	1	0	15	2
0.293071	DL DCI Rxed	29	3	0	1	1	0	15	2
0.295929	HARQ FD Txed	29	5	0	1	1	0	15	2
