Time,Node,X,Y,Z,Speed,Latitude,Longitude,Altitude
+1.29e+12ns,1,5.99049e+06,156866,2.16313e+06,10.0142:0:-6.37097e+06,19.848,1.5,3
+1.295e+12ns,0,-629926,6.64119e+06,-954.931,-686.272:-2643.78:-6.37823e+06,-0.0082017,95.4184,300000
+1.295e+12ns,1,5.99044e+06,156865,2.16327e+06,10.0142:0:-6.37097e+06,19.8494,1.5,3
+1.3e+12ns,0,-670186,6.63723e+06,-14796.2,-735.57:-2643.72:-6.37823e+06,-0.127081,95.7658,300000
+1.3e+12ns,1,5.99039e+06,156864,2.16341e+06,10.0142:0:-6.37097e+06,19.8507,1.5,3
+1.305e+12ns,0,-710419,6.633e+06,-28636.9,-784.838:-2643.57:-6.37822e+06,-0.245957,96.1133,300000
+1.305e+12ns,1,5.99034e+06,156862,2.16355e+06,10.0142:0:-6.37097e+06,19.8521,1.5,3
+1.31e+12ns,0,-750622,6.6285e+06,-42476.5,-834.073:-2643.32:-6.37822e+06,-0.364824,96.4607,300000
+1.31e+12ns,1,5.99029e+06,156861,2.16369e+06,10.0142:0:-6.37097e+06,19.8534,1.5,3
+1.315e+12ns,0,-790795,6.62372e+06,-56314.6,-883.273:-2642.97:-6.37821e+06,-0.48368,96.8082,300000
+1.315e+12ns,1,5.99023e+06,156860,2.16383e+06,10.0142:0:-6.37097e+06,19.8548,1.5,3
+1.32e+12ns,0,-830935,6.61868e+06,-70150.6,-932.437:-2642.53:-6.3782e+06,-0.60252,97.1557,300000
+1.32e+12ns,1,5.99018e+06,156858,2.16397e+06,10.0142:0:-6.37097e+06,19.8561,1.5,3
+1.325e+12ns,0,-871040,6.61336e+06,-83984.1,-981.562:-2641.99:-6.3782e+06,-0.72134,97.5032,300000
+1.325e+12ns,1,5.99013e+06,156857,2.16411e+06,10.0142:0:-6.37097e+06,19.8575,1.5,3
+1.33e+12ns,0,-911110,6.60776e+06,-97814.4,-1030.65:-2641.35:-6.37819e+06,-0.840137,97.8507,300000
+1.33e+12ns,1,5.99008e+06,156856,2.16425e+06,10.0142:0:-6.37097e+06,19.8588,1.5,3
+1.335e+12ns,0,-951143,6.6019e+06,-111641,-1079.69:-2640.61:-6.37818e+06,-0.958906,98.1982,300000
+1.335e+12ns,1,5.99003e+06,156854,2.1644e+06,10.0142:0:-6.37097e+06,19.8602,1.5,3
+1.34e+12ns,0,-991136,6.59577e+06,-125464,-1128.69:-2639.78:-6.37818e+06,-1.07764,98.5458,300000
+1.34e+12ns,1,5.98998e+06,156853,2.16454e+06,10.0142:0:-6.37097e+06,19.8615,1.5,3
+1.345e+12ns,0,-1.03109e+06,6.58936e+06,-139282,-1177.64:-2638.85:-6.37817e+06,-1.19635,98.8934,300000
+1.345e+12ns,1,5.98993e+06,156852,2.16468e+06,10.0142:0:-6.37097e+06,19.8629,1.5,3
+1.35e+12ns,0,-1.071e+06,6.58269e+06,-153095,-1226.54:-2637.82:-6.37816e+06,-1.31501,99.241,300000
+1.35e+12ns,1,5.98988e+06,156850,2.16482e+06,10.0142:0:-6.37097e+06,19.8642,1.5,3
+1.355e+12ns,0,-1.11086e+06,6.57574e+06,-166902,-1275.39:-2636.7:-6.37815e+06,-1.43363,99.5886,300000
+1.355e+12ns,1,5.98983e+06,156849,2.16496e+06,10.0142:0:-6.37097e+06,19.8656,1.5,3
+1.36e+12ns,0,-1.15068e+06,6.56852e+06,-180703,-1324.19:-2635.47:-6.37815e+06,-1.55221,99.9363,300000
+1.36e+12ns,1,5.98978e+06,156848,2.1651e+06,10.0142:0:-6.37097e+06,19.8669,1.5,3
+1.365e+12ns,0,-1.19045e+06,6.56104e+06,-194497,-1372.93:-2634.16:-6.37814e+06,-1.67073,100.284,300000
+1.365e+12ns,1,5.98973e+06,156846,2.16524e+06,10.0142:0:-6.37097e+06,19.8683,1.5,3
+1.37e+12ns,0,-1.23018e+06,6.55328e+06,-208285,-1421.61:-2632.74:-6.37813e+06,-1.7892,100.632,300000
+1.37e+12ns,1,5.98967e+06,156845,2.16538e+06,10.0142:0:-6.37097e+06,19.8696,1.5,3
+1.375e+12ns,0,-1.26985e+06,6.54526e+06,-222064,-1470.24:-2631.23:-6.37812e+06,-1.90762,100.98,300000
+1.375e+12ns,1,5.98962e+06,156844,2.16552e+06,10.0142:0:-6.37097e+06,19.871,1.5,3
+1.38e+12ns,0,-1.30947e+06,6.53697e+06,-235836,-1518.81:-2629.62:-6.37811e+06,-2.02597,101.327,300000
+1.38e+12ns,1,5.98957e+06,156842,2.16566e+06,10.0142:0:-6.37097e+06,19.8723,1.5,3
+1.385e+12ns,0,-1.34903e+06,6.5284e+06,-249599,-1567.31:-2627.91:-6.3781e+06,-2.14425,101.675,300000
+1.385e+12ns,1,5.98952e+06,156841,2.16581e+06,10.0142:0:-6.37097e+06,19.8737,1.5,3
+1.39e+12ns,0,-1.38854e+06,6.51957e+06,-263352,-1615.75:-2626.11:-6.37809e+06,-2.26246,102.023,300000
+1.39e+12ns,1,5.98947e+06,156840,2.16595e+06,10.0142:0:-6.37097e+06,19.875,1.5,3
+1.395e+12ns,0,-1.42799e+06,6.51048e+06,-277096,-1664.12:-2624.21:-6.37808e+06,-2.3806,102.371,300000
+1.395e+12ns,1,5.98942e+06,156838,2.16609e+06,10.0142:0:-6.37097e+06,19.8764,1.5,3
+1.4e+12ns,0,-1.46739e+06,6.50111e+06,-290830,-1712.43:-2622.21:-6.37807e+06,-2.49867,102.719,300000
+1.4e+12ns,1,5.98937e+06,156837,2.16623e+06,10.0142:0:-6.37097e+06,19.8777,1.5,3
+1.405e+12ns,0,-1.50672e+06,6.49148e+06,-304553,-1760.66:-2620.12:-6.37806e+06,-2.61665,103.067,300000
+1.405e+12ns,1,5.98932e+06,156836,2.16637e+06,10.0142:0:-6.37097e+06,19.8791,1.5,3
+1.41e+12ns,0,-1.54599e+06,6.48158e+06,-318265,-1808.82:-2617.93:-6.37804e+06,-2.73454,103.416,300000
+1.41e+12ns,1,5.98927e+06,156834,2.16651e+06,10.0142:0:-6.37097e+06,19.8804,1.5,3
+1.415e+12ns,0,-1.5852e+06,6.47141e+06,-331965,-1856.91:-2615.65:-6.37803e+06,-2.85235,103.764,300000
+1.415e+12ns,1,5.98922e+06,156833,2.16665e+06,10.0142:0:-6.37097e+06,19.8818,1.5,3
+1.42e+12ns,0,-1.62434e+06,6.46098e+06,-345653,-1904.92:-2613.26:-6.37802e+06,-2.97007,104.112,300000
+1.42e+12ns,1,5.98916e+06,156832,2.16679e+06,10.0142:0:-6.37097e+06,19.8831,1.5,3
+1.425e+12ns,0,-1.66341e+06,6.45029e+06,-359328,-1952.85:-2610.79:-6.37801e+06,-3.08768,104.46,300000
+1.425e+12ns,1,5.98911e+06,156830,2.16693e+06,10.0142:0:-6.37097e+06,19.8845,1.5,3
+1.43e+12ns,0,-1.70241e+06,6.43933e+06,-372990,-2000.69:-2608.21:-6.378e+06,-3.2052,104.809,300000
+1.43e+12ns,1,5.98906e+06,156829,2.16708e+06,10.0142:0:-6.37097e+06,19.8858,1.5,3
+1.435e+12ns,0,-1.74135e+06,6.4281e+06,-386638,-2048.46:-2605.54:-6.37798e+06,-3.32261,105.157,300000
+1.435e+12ns,1,5.98901e+06,156828,2.16722e+06,10.0142:0:-6.37097e+06,19.8872,1.5,3
+1.44e+12ns,0,-1.78021e+06,6.41661e+06,-400272,-2096.14:-2602.78:-6.37797e+06,-3.43992,105.506,300000
+1.44e+12ns,1,5.98896e+06,156826,2.16736e+06,10.0142:0:-6.37097e+06,19.8885,1.5,3
+1.445e+12ns,0,-1.819e+06,6.40486e+06,-413891,-2143.74:-2599.92:-6.37796e+06,-3.55711,105.855,300000
+1.445e+12ns,1,5.98891e+06,156825,2.1675e+06,10.0142:0:-6.37097e+06,19.8899,1.5,3
+1.45e+12ns,0,-1.85771e+06,6.39284e+06,-427495,-2191.25:-2596.96:-6.37794e+06,-3.67418,106.203,300000
+1.45e+12ns,1,5.98886e+06,156824,2.16764e+06,10.0142:0:-6.37097e+06,19.8912,1.5,3
+1.455e+12ns,0,-1.89634e+06,6.38056e+06,-441083,-2238.66:-2593.91:-6.37793e+06,-3.79114,106.552,300000
+1.455e+12ns,1,5.98881e+06,156822,2.16778e+06,10.0142:0:-6.37097e+06,19.8926,1.5,3
+1.46e+12ns,0,-1.9349e+06,6.36802e+06,-454655,-2285.99:-2590.76:-6.37791e+06,-3.90797,106.901,300000
+1.46e+12ns,1,5.98876e+06,156821,2.16792e+06,10.0142:0:-6.37097e+06,19.8939,1.5,3
+1.465e+12ns,0,-1.97338e+06,6.35522e+06,-468211,-2333.22:-2587.51:-6.3779e+06,-4.02467,107.25,300000
+1.465e+12ns,1,5.98871e+06,156820,2.16806e+06,10.0142:0:-6.37097e+06,19.8953,1.5,3
+1.47e+12ns,0,-2.01177e+06,6.34215e+06,-481749,-2380.35:-2584.17:-6.37789e+06,-4.14124,107.599,300000
+1.47e+12ns,1,5.98865e+06,156818,2.1682e+06,10.0142:0:-6.37097e+06,19.8966,1.5,3
+1.475e+12ns,0,-2.05008e+06,6.32883e+06,-495269,-2427.39:-2580.74:-6.37787e+06,-4.25768,107.949,300000
+1.475e+12ns,1,5.9886e+06,156817,2.16834e+06,10.0142:0:-6.37097e+06,19.8979,1.5,3
+1.48e+12ns,0,-2.08831e+06,6.31525e+06,-508771,-2474.32:-2577.21:-6.37785e+06,-4.37397,108.298,300000
+1.48e+12ns,1,5.98855e+06,156816,2.16849e+06,10.0142:0:-6.37097e+06,19.8993,1.5,3
+1.485e+12ns,0,-2.12645e+06,6.3014e+06,-522255,-2521.16:-2573.59:-6.37784e+06,-4.49013,108.647,300000
+1.485e+12ns,1,5.9885e+06,156814,2.16863e+06,10.0142:0:-6.37097e+06,19.9006,1.5,3
+1.49e+12ns,0,-2.1645e+06,6.2873e+06,-535719,-2567.89:-2569.87:-6.37782e+06,-4.60613,108.997,300000
+1.49e+12ns,1,5.98845e+06,156813,2.16877e+06,10.0142:0:-6.37097e+06,19.902,1.5,3
+1.495e+12ns,0,-2.20247e+06,6.27294e+06,-549163,-2614.51:-2566.06:-6.37781e+06,-4.72199,109.346,300000
+1.495e+12ns,1,5.9884e+06,156812,2.16891e+06,10.0142:0:-6.37097e+06,19.9033,1.5,3
+1.5e+12ns,0,-2.24034e+06,6.25832e+06,-562588,-2661.03:-2562.15:-6.37779e+06,-4.83769,109.696,300000
+1.5e+12ns,1,5.98835e+06,156810,2.16905e+06,10.0142:0:-6.37097e+06,19.9047,1.5,3
+1.505e+12ns,0,-2.27811e+06,6.24345e+06,-575991,-2707.43:-2558.15:-6.37777e+06,-4.95323,110.046,300000
+1.505e+12ns,1,5.9883e+06,156809,2.16919e+06,10.0142:0:-6.37097e+06,19.906,1.5,3
+1.51e+12ns,0,-2.3158e+06,6.22832e+06,-589374,-2753.73:-2554.05:-6.37776e+06,-5.06861,110.396,300000
+1.51e+12ns,1,5.98825e+06,156808,2.16933e+06,10.0142:0:-6.37097e+06,19.9074,1.5,3
+1.515e+12ns,0,-2.35339e+06,6.21293e+06,-602734,-2799.91:-2549.86:-6.37774e+06,-5.18382,110.746,300000
+1.515e+12ns,1,5.98819e+06,156806,2.16947e+06,10.0142:0:-6.37097e+06,19.9087,1.5,3
+1.52e+12ns,0,-2.39088e+06,6.19729e+06,-616073,-2845.97:-2545.58:-6.37772e+06,-5.29887,111.096,300000
+1.52e+12ns,1,5.98814e+06,156805,2.16961e+06,10.0142:0:-6.37097e+06,19.9101,1.5,3
+1.525e+12ns,0,-2.42827e+06,6.18139e+06,-629388,-2891.92:-2541.2:-6.3777e+06,-5.41373,111.447,300000
+1.525e+12ns,1,5.98809e+06,156804,2.16976e+06,10.0142:0:-6.37097e+06,19.9114,1.5,3
+1.53e+12ns,0,-2.46556e+06,6.16524e+06,-642681,-2937.75:-2536.73:-6.37768e+06,-5.52842,111.797,300000
+1.53e+12ns,1,5.98804e+06,156802,2.1699e+06,10.0142:0:-6.37097e+06,19.9128,1.5,3
+1.535e+12ns,0,-2.50275e+06,6.14884e+06,-655950,-2983.46:-2532.17:-6.37767e+06,-5.64293,112.148,300000
+1.535e+12ns,1,5.98799e+06,156801,2.17004e+06,10.0142:0:-6.37097e+06,19.9141,1.5,3
+1.54e+12ns,0,-2.53983e+06,6.13218e+06,-669195,-3029.04:-2527.51:-6.37765e+06,-5.75725,112.498,300000
+1.54e+12ns,1,5.98794e+06,156800,2.17018e+06,10.0142:0:-6.37097e+06,19.9155,1.5,3
+1.545e+12ns,0,-2.57681e+06,6.11528e+06,-682415,-3074.5:-2522.76:-6.37763e+06,-5.87139,112.849,300000
+1.545e+12ns,1,5.98789e+06,156798,2.17032e+06,10.0142:0:-6.37097e+06,19.9168,1.5,3
+1.55e+12ns,0,-2.61368e+06,6.09812e+06,-695610,-3119.83:-2517.91:-6.37761e+06,-5.98533,113.2,300000
+1.55e+12ns,1,5.98784e+06,156797,2.17046e+06,10.0142:0:-6.37097e+06,19.9182,1.5,3
+1.555e+12ns,0,-2.65044e+06,6.08071e+06,-708780,-3165.04:-2512.98:-6.37759e+06,-6.09907,113.551,300000
+1.555e+12ns,1,5.98779e+06,156796,2.1706e+06,10.0142:0:-6.37097e+06,19.9195,1.5,3
+1.56e+12ns,0,-2.6871e+06,6.06305e+06,-721923,-3210.11:-2507.95:-6.37757e+06,-6.21261,113.903,300000
+1.56e+12ns,1,5.98774e+06,156794,2.17074e+06,10.0142:0:-6.37097e+06,19.9209,1.5,3
+1.565e+12ns,0,-2.72364e+06,6.04514e+06,-735040,-3255.06:-2502.83:-6.37755e+06,-6.32595,114.254,300000
+1.565e+12ns,1,5.98768e+06,156793,2.17088e+06,10.0142:0:-6.37097e+06,19.9222,1.5,3
+1.57e+12ns,0,-2.76007e+06,6.02699e+06,-748130,-3299.86:-2497.62:-6.37753e+06,-6.43907,114.605,300000
+1.57e+12ns,1,5.98763e+06,156792,2.17102e+06,10.0142:0:-6.37097e+06,19.9236,1.5,3
+1.575e+12ns,0,-2.79638e+06,6.00858e+06,-761192,-3344.53:-2492.31:-6.37751e+06,-6.55199,114.957,300000
+1.575e+12ns,1,5.98758e+06,156790,2.17117e+06,10.0142:0:-6.37097e+06,19.9249,1.5,3
+1.58e+12ns,0,-2.83258e+06,5.98993e+06,-774226,-3389.07:-2486.91:-6.37749e+06,-6.66468,115.309,300000
+1.58e+12ns,1,5.98753e+06,156789,2.17131e+06,10.0142:0:-6.37097e+06,19.9263,1.5,3
+1.585e+12ns,0,-2.86866e+06,5.97104e+06,-787232,-3433.46:-2481.43:-6.37747e+06,-6.77716,115.661,300000
+1.585e+12ns,1,5.98748e+06,156788,2.17145e+06,10.0142:0:-6.37097e+06,19.9276,1.5,3
+1.59e+12ns,0,-2.90463e+06,5.9519e+06,-800209,-3477.72:-2475.85:-6.37744e+06,-6.88941,116.013,300000
+1.59e+12ns,1,5.98743e+06,156786,2.17159e+06,10.0142:0:-6.37097e+06,19.929,1.5,3
+1.595e+12ns,0,-2.94047e+06,5.93251e+06,-813156,-3521.83:-2470.18:-6.37742e+06,-7.00144,116.365,300000
+1.595e+12ns,1,5.98738e+06,156785,2.17173e+06,10.0142:0:-6.37097e+06,19.9303,1.5,3
+1.6e+12ns,0,-2.97619e+06,5.91288e+06,-826074,-3565.79:-2464.41:-6.3774e+06,-7.11323,116.718,300000
+1.6e+12ns,1,5.98733e+06,156784,2.17187e+06,10.0142:0:-6.37097e+06,19.9317,1.5,3
+1.605e+12ns,0,-3.01178e+06,5.89301e+06,-838961,-3609.61:-2458.56:-6.37738e+06,-7.22478,117.071,300000
+1.605e+12ns,1,5.98728e+06,156782,2.17201e+06,10.0142:0:-6.37097e+06,19.933,1.5,3
+1.61e+12ns,0,-3.04725e+06,5.87289e+06,-851817,-3653.28:-2452.62:-6.37736e+06,-7.3361,117.423,300000
+1.61e+12ns,1,5.98722e+06,156781,2.17215e+06,10.0142:0:-6.37097e+06,19.9344,1.5,3
+1.615e+12ns,0,-3.0826e+06,5.85254e+06,-864642,-3696.79:-2446.59:-6.37733e+06,-7.44717,117.776,300000
+1.615e+12ns,1,5.98717e+06,156780,2.17229e+06,10.0142:0:-6.37097e+06,19.9357,1.5,3
+1.62e+12ns,0,-3.11781e+06,5.83194e+06,-877435,-3740.16:-2440.46:-6.37731e+06,-7.558,118.129,300000
+1.62e+12ns,1,5.98712e+06,156778,2.17243e+06,10.0142:0:-6.37097e+06,19.9371,1.5,3
+1.625e+12ns,0,-3.1529e+06,5.81111e+06,-890195,-3783.37:-2434.25:-6.37729e+06,-7.66857,118.483,300000
+1.625e+12ns,1,5.98707e+06,156777,2.17258e+06,10.0142:0:-6.37097e+06,19.9384,1.5,3
+1.63e+12ns,0,-3.18786e+06,5.79004e+06,-902923,-3826.43:-2427.95:-6.37726e+06,-7.77889,118.836,300000
+1.63e+12ns,1,5.98702e+06,156776,2.17272e+06,10.0142:0:-6.37097e+06,19.9398,1.5,3
+1.635e+12ns,0,-3.22268e+06,5.76873e+06,-915618,-3869.33:-2421.56:-6.37724e+06,-7.88895,119.19,300000
+1.635e+12ns,1,5.98697e+06,156774,2.17286e+06,10.0142:0:-6.37097e+06,19.9411,1.5,3
+1.64e+12ns,0,-3.25737e+06,5.74718e+06,-928279,-3912.06:-2415.08:-6.37721e+06,-7.99874,119.544,300000
+1.64e+12ns,1,5.98692e+06,156773,2.173e+06,10.0142:0:-6.37097e+06,19.9425,1.5,3
+1.645e+12ns,0,-3.29193e+06,5.72539e+06,-940906,-3954.64:-2408.51:-6.37719e+06,-8.10827,119.898,300000
+1.645e+12ns,1,5.98687e+06,156772,2.17314e+06,10.0142:0:-6.37097e+06,19.9438,1.5,3
+1.65e+12ns,0,-3.32635e+06,5.70338e+06,-953498,-3997.06:-2401.85:-6.37716e+06,-8.21753,120.252,300000
+1.65e+12ns,1,5.98681e+06,156770,2.17328e+06,10.0142:0:-6.37097e+06,19.9452,1.5,3
+1.655e+12ns,0,-3.36063e+06,5.68112e+06,-966055,-4039.31:-2395.1:-6.37714e+06,-8.32652,120.606,300000
+1.655e+12ns,1,5.98676e+06,156769,2.17342e+06,10.0142:0:-6.37097e+06,19.9465,1.5,3
+1.66e+12ns,0,-3.39477e+06,5.65864e+06,-978577,-4081.39:-2388.27:-6.37711e+06,-8.43522,120.961,300000
+1.66e+12ns,1,5.98671e+06,156768,2.17356e+06,10.0142:0:-6.37097e+06,19.9479,1.5,3
+1.665e+12ns,0,-3.42877e+06,5.63592e+06,-991062,-4123.31:-2381.34:-6.37709e+06,-8.54365,121.315,300000
+1.665e+12ns,1,5.98666e+06,156766,2.1737e+06,10.0142:0:-6.37097e+06,19.9492,1.5,3
+1.67e+12ns,0,-3.46263e+06,5.61297e+06,-1.00351e+06,-4165.05:-2374.33:-6.37706e+06,-8.65178,121.67,300000
+1.67e+12ns,1,5.98661e+06,156765,2.17384e+06,10.0142:0:-6.37097e+06,19.9506,1.5,3
+1.675e+12ns,0,-3.49634e+06,5.58979e+06,-1.01592e+06,-4206.63:-2367.24:-6.37704e+06,-8.75963,122.025,300000
+1.675e+12ns,1,5.98656e+06,156764,2.17399e+06,10.0142:0:-6.37097e+06,19.9519,1.5,3
+1.68e+12ns,0,-3.52991e+06,5.56638e+06,-1.0283e+06,-4248.03:-2360.05:-6.37701e+06,-8.86719,122.381,300000
+1.68e+12ns,1,5.98651e+06,156762,2.17413e+06,10.0142:0:-6.37097e+06,19.9533,1.5,3
+1.685e+12ns,0,-3.56333e+06,5.54274e+06,-1.04064e+06,-4289.26:-2352.78:-6.37698e+06,-8.97444,122.736,300000
+1.685e+12ns,1,5.98646e+06,156761,2.17427e+06,10.0142:0:-6.37097e+06,19.9546,1.5,3
+1.69e+12ns,0,-3.59661e+06,5.51888e+06,-1.05293e+06,-4330.31:-2345.42:-6.37696e+06,-9.0814,123.092,300000
+1.69e+12ns,1,5.98641e+06,156760,2.17441e+06,10.0142:0:-6.37097e+06,19.956,1.5,3
+1.695e+12ns,0,-3.62973e+06,5.49478e+06,-1.06519e+06,-4371.18:-2337.98:-6.37693e+06,-9.18805,123.448,300000
+1.695e+12ns,1,5.98635e+06,156758,2.17455e+06,10.0142:0:-6.37097e+06,19.9573,1.5,3
+1.7e+12ns,0,-3.6627e+06,5.47047e+06,-1.07741e+06,-4411.87:-2330.45:-6.3769e+06,-9.29439,123.804,300000
+1.7e+12ns,1,5.9863e+06,156757,2.17469e+06,10.0142:0:-6.37097e+06,19.9587,1.5,3
+1.705e+12ns,0,-3.69553e+06,5.44593e+06,-1.0896e+06,-4452.38:-2322.83:-6.37688e+06,-9.40042,124.16,300000
+1.705e+12ns,1,5.98625e+06,156756,2.17483e+06,10.0142:0:-6.37097e+06,19.96,1.5,3
+1.71e+12ns,0,-3.7282e+06,5.42116e+06,-1.10174e+06,-4492.7:-2315.13:-6.37685e+06,-9.50613,124.517,300000
+1.71e+12ns,1,5.9862e+06,156754,2.17497e+06,10.0142:0:-6.37097e+06,19.9614,1.5,3
+1.715e+12ns,0,-3.76071e+06,5.39617e+06,-1.11384e+06,-4532.85:-2307.34:-6.37682e+06,-9.61152,124.873,300000
+1.715e+12ns,1,5.98615e+06,156753,2.17511e+06,10.0142:0:-6.37097e+06,19.9627,1.5,3
+1.72e+12ns,0,-3.79307e+06,5.37096e+06,-1.1259e+06,-4572.8:-2299.47:-6.37679e+06,-9.71659,125.23,300000
+1.72e+12ns,1,5.9861e+06,156752,2.17525e+06,10.0142:0:-6.37097e+06,19.964,1.5,3
+1.725e+12ns,0,-3.82527e+06,5.34553e+06,-1.13791e+06,-4612.57:-2291.51:-6.37676e+06,-9.82132,125.588,300000
+1.725e+12ns,1,5.98605e+06,156750,2.1754e+06,10.0142:0:-6.37097e+06,19.9654,1.5,3
+1.73e+12ns,0,-3.85731e+06,5.31988e+06,-1.14989e+06,-4652.14:-2283.47:-6.37674e+06,-9.92573,125.945,300000
+1.73e+12ns,1,5.986e+06,156749,2.17554e+06,10.0142:0:-6.37097e+06,19.9667,1.5,3
+1.735e+12ns,0,-3.88919e+06,5.29402e+06,-1.16182e+06,-4691.53:-2275.35:-6.37671e+06,-10.0298,126.302,300000
+1.735e+12ns,1,5.98594e+06,156747,2.17568e+06,10.0142:0:-6.37097e+06,19.9681,1.5,3
+1.74e+12ns,0,-3.92091e+06,5.26793e+06,-1.17371e+06,-4730.72:-2267.14:-6.37668e+06,-10.1335,126.66,300000
+1.74e+12ns,1,5.98589e+06,156746,2.17582e+06,10.0142:0:-6.37097e+06,19.9694,1.5,3
+1.745e+12ns,0,-3.95247e+06,5.24163e+06,-1.18556e+06,-4769.72:-2258.85:-6.37665e+06,-10.2369,127.018,300000
+1.745e+12ns,1,5.98584e+06,156745,2.17596e+06,10.0142:0:-6.37097e+06,19.9708,1.5,3
+1.75e+12ns,0,-3.98386e+06,5.21511e+06,-1.19737e+06,-4808.52:-2250.47:-6.37662e+06,-10.34,127.376,300000
+1.75e+12ns,1,5.98579e+06,156743,2.1761e+06,10.0142:0:-6.37097e+06,19.9721,1.5,3
+1.755e+12ns,0,-4.01509e+06,5.18838e+06,-1.20913e+06,-4847.12:-2242.01:-6.37659e+06,-10.4426,127.735,300000
+1.755e+12ns,1,5.98574e+06,156742,2.17624e+06,10.0142:0:-6.37097e+06,19.9735,1.5,3
+1.76e+12ns,0,-4.04615e+06,5.16144e+06,-1.22084e+06,-4885.52:-2233.47:-6.37656e+06,-10.545,128.094,300000
+1.76e+12ns,1,5.98569e+06,156741,2.17638e+06,10.0142:0:-6.37097e+06,19.9748,1.5,3
+1.765e+12ns,0,-4.07704e+06,5.13429e+06,-1.23251e+06,-4923.73:-2224.85:-6.37653e+06,-10.647,128.452,300000
+1.765e+12ns,1,5.98564e+06,156739,2.17652e+06,10.0142:0:-6.37097e+06,19.9762,1.5,3
+1.77e+12ns,0,-4.10776e+06,5.10692e+06,-1.24414e+06,-4961.73:-2216.14:-6.3765e+06,-10.7486,128.812,300000
+1.77e+12ns,1,5.98559e+06,156738,2.17666e+06,10.0142:0:-6.37097e+06,19.9775,1.5,3
+1.775e+12ns,0,-4.13832e+06,5.07935e+06,-1.25572e+06,-4999.52:-2207.36:-6.37647e+06,-10.8498,129.171,300000
+1.775e+12ns,1,5.98554e+06,156737,2.17681e+06,10.0142:0:-6.37097e+06,19.9789,1.5,3
+1.78e+12ns,0,-4.1687e+06,5.05156e+06,-1.26725e+06,-5037.11:-2198.49:-6.37644e+06,-10.9507,129.53,300000
+1.78e+12ns,1,5.98548e+06,156735,2.17695e+06,10.0142:0:-6.37097e+06,19.9802,1.5,3
+1.785e+12ns,0,-4.1989e+06,5.02357e+06,-1.27874e+06,-5074.49:-2189.54:-6.3764e+06,-11.0512,129.89,300000
+1.785e+12ns,1,5.98543e+06,156734,2.17709e+06,10.0142:0:-6.37097e+06,19.9816,1.5,3
+1.79e+12ns,0,-4.22894e+06,4.99537e+06,-1.29018e+06,-5111.66:-2180.51:-6.37637e+06,-11.1513,130.25,300000
+1.79e+12ns,1,5.98538e+06,156733,2.17723e+06,10.0142:0:-6.37097e+06,19.9829,1.5,3
+1.795e+12ns,0,-4.2588e+06,4.96697e+06,-1.30157e+06,-5148.63:-2171.4:-6.37634e+06,-11.2511,130.611,300000
+1.795e+12ns,1,5.98533e+06,156731,2.17737e+06,10.0142:0:-6.37097e+06,19.9843,1.5,3
+1.8e+12ns,0,-4.28848e+06,4.93837e+06,-1.31291e+06,-5185.38:-2162.21:-6.37631e+06,-11.3504,130.971,300000
+1.8e+12ns,1,5.98528e+06,156730,2.17751e+06,10.0142:0:-6.37097e+06,19.9856,1.5,3
+1.805e+12ns,0,-4.31798e+06,4.90956e+06,-1.32421e+06,-5221.92:-2152.95:-6.37628e+06,-11.4494,131.332,300000
+1.805e+12ns,1,5.98523e+06,156729,2.17765e+06,10.0142:0:-6.37097e+06,19.987,1.5,3
+1.81e+12ns,0,-4.3473e+06,4.88055e+06,-1.33546e+06,-5258.24:-2143.6:-6.37624e+06,-11.548,131.693,300000
+1.81e+12ns,1,5.98518e+06,156727,2.17779e+06,10.0142:0:-6.37097e+06,19.9883,1.5,3
+1.815e+12ns,0,-4.37644e+06,4.85134e+06,-1.34666e+06,-5294.34:-2134.17:-6.37621e+06,-11.6462,132.054,300000
+1.815e+12ns,1,5.98513e+06,156726,2.17793e+06,10.0142:0:-6.37097e+06,19.9897,1.5,3
+1.82e+12ns,0,-4.40541e+06,4.82193e+06,-1.3578e+06,-5330.23:-2124.67:-6.37618e+06,-11.7439,132.415,300000
+1.82e+12ns,1,5.98507e+06,156725,2.17807e+06,10.0142:0:-6.37097e+06,19.991,1.5,3
+1.825e+12ns,0,-4.43418e+06,4.79232e+06,-1.3689e+06,-5365.9:-2115.08:-6.37615e+06,-11.8413,132.777,300000
+1.825e+12ns,1,5.98502e+06,156723,2.17821e+06,10.0142:0:-6.37097e+06,19.9924,1.5,3
+1.83e+12ns,0,-4.46278e+06,4.76252e+06,-1.37995e+06,-5401.35:-2105.42:-6.37611e+06,-11.9383,133.139,300000
+1.83e+12ns,1,5.98497e+06,156722,2.17836e+06,10.0142:0:-6.37097e+06,19.9937,1.5,3
+1.835e+12ns,0,-4.49118e+06,4.73252e+06,-1.39095e+06,-5436.57:-2095.68:-6.37608e+06,-12.0348,133.501,300000
+1.835e+12ns,1,5.98492e+06,156721,2.1785e+06,10.0142:0:-6.37097e+06,19.9951,1.5,3
+1.84e+12ns,0,-4.51941e+06,4.70233e+06,-1.40189e+06,-5471.58:-2085.87:-6.37605e+06,-12.131,133.864,300000
+1.84e+12ns,1,5.98487e+06,156719,2.17864e+06,10.0142:0:-6.37097e+06,19.9964,1.5,3
