Time,Node,X,Y,Z,Speed,Latitude,Longitude,Altitude
+2.7e+12ns,0,-5.91862e+06,-2.08801e+06,-2.26107e+06,-7323.36:353.991:-6.36855e+06,-19.8123,-160.568,300000
+2.7e+12ns,1,5.976e+06,156487,2.20286e+06,10.0142:0:-6.37097e+06,20.2285,1.5,3
+2.705e+12ns,0,-5.90492e+06,-2.12846e+06,-2.25918e+06,-7307.64:369.879:-6.36851e+06,-19.795,-160.178,300000
+2.705e+12ns,1,5.97595e+06,156486,2.20301e+06,10.0142:0:-6.37097e+06,20.2298,1.5,3
+2.71e+12ns,0,-5.89097e+06,-2.16882e+06,-2.2572e+06,-7291.62:385.752:-6.36846e+06,-19.777,-159.788,300000
+2.71e+12ns,1,5.9759e+06,156484,2.20315e+06,10.0142:0:-6.37097e+06,20.2311,1.5,3
+2.715e+12ns,0,-5.87678e+06,-2.20909e+06,-2.25514e+06,-7275.3:401.612:-6.36842e+06,-19.7582,-159.399,300000
+2.715e+12ns,1,5.97584e+06,156483,2.20329e+06,10.0142:0:-6.37097e+06,20.2325,1.5,3
+2.72e+12ns,0,-5.86234e+06,-2.24927e+06,-2.25299e+06,-7258.69:417.457:-6.36838e+06,-19.7386,-159.009,300000
+2.72e+12ns,1,5.97579e+06,156482,2.20343e+06,10.0142:0:-6.37097e+06,20.2338,1.5,3
+2.725e+12ns,0,-5.84766e+06,-2.28936e+06,-2.25077e+06,-7241.77:433.286:-6.36833e+06,-19.7183,-158.62,300000
+2.725e+12ns,1,5.97574e+06,156480,2.20357e+06,10.0142:0:-6.37097e+06,20.2352,1.5,3
+2.73e+12ns,0,-5.83274e+06,-2.32935e+06,-2.24846e+06,-7224.56:449.1:-6.36829e+06,-19.6972,-158.23,300000
+2.73e+12ns,1,5.97569e+06,156479,2.20371e+06,10.0142:0:-6.37097e+06,20.2365,1.5,3
+2.735e+12ns,0,-5.81757e+06,-2.36924e+06,-2.24606e+06,-7207.05:464.897:-6.36824e+06,-19.6754,-157.841,300000
+2.735e+12ns,1,5.97564e+06,156478,2.20385e+06,10.0142:0:-6.37097e+06,20.2379,1.5,3
+2.74e+12ns,0,-5.80216e+06,-2.40904e+06,-2.24359e+06,-7189.25:480.676:-6.3682e+06,-19.6528,-157.452,300000
+2.74e+12ns,1,5.97559e+06,156476,2.20399e+06,10.0142:0:-6.37097e+06,20.2392,1.5,3
+2.745e+12ns,0,-5.78651e+06,-2.44874e+06,-2.24103e+06,-7171.15:496.439:-6.36816e+06,-19.6295,-157.063,300000
+2.745e+12ns,1,5.97553e+06,156475,2.20413e+06,10.0142:0:-6.37097e+06,20.2406,1.5,3
+2.75e+12ns,0,-5.77062e+06,-2.48834e+06,-2.23839e+06,-7152.75:512.182:-6.36811e+06,-19.6054,-156.674,300000
+2.75e+12ns,1,5.97548e+06,156473,2.20427e+06,10.0142:0:-6.37097e+06,20.2419,1.5,3
+2.755e+12ns,0,-5.75448e+06,-2.52783e+06,-2.23567e+06,-7134.07:527.907:-6.36807e+06,-19.5806,-156.285,300000
+2.755e+12ns,1,5.97543e+06,156472,2.20441e+06,10.0142:0:-6.37097e+06,20.2433,1.5,3
+2.76e+12ns,0,-5.73811e+06,-2.56722e+06,-2.23286e+06,-7115.09:543.613:-6.36803e+06,-19.555,-155.896,300000
+2.76e+12ns,1,5.97538e+06,156471,2.20455e+06,10.0142:0:-6.37097e+06,20.2446,1.5,3
+2.765e+12ns,0,-5.7215e+06,-2.60651e+06,-2.22998e+06,-7095.81:559.299:-6.36799e+06,-19.5287,-155.508,300000
+2.765e+12ns,1,5.97533e+06,156469,2.20469e+06,10.0142:0:-6.37097e+06,20.246,1.5,3
+2.77e+12ns,0,-5.70465e+06,-2.64568e+06,-2.22701e+06,-7076.25:574.964:-6.36794e+06,-19.5016,-155.119,300000
+2.77e+12ns,1,5.97527e+06,156468,2.20483e+06,10.0142:0:-6.37097e+06,20.2473,1.5,3
+2.775e+12ns,0,-5.68756e+06,-2.68475e+06,-2.22396e+06,-7056.4:590.608:-6.3679e+06,-19.4738,-154.731,300000
+2.775e+12ns,1,5.97522e+06,156467,2.20498e+06,10.0142:0:-6.37097e+06,20.2487,1.5,3
+2.78e+12ns,0,-5.67024e+06,-2.7237e+06,-2.22082e+06,-7036.25:606.23:-6.36786e+06,-19.4453,-154.343,300000
+2.78e+12ns,1,5.97517e+06,156465,2.20512e+06,10.0142:0:-6.37097e+06,20.25,1.5,3
+2.785e+12ns,0,-5.65268e+06,-2.76255e+06,-2.21761e+06,-7015.82:621.829:-6.36782e+06,-19.416,-153.955,300000
+2.785e+12ns,1,5.97512e+06,156464,2.20526e+06,10.0142:0:-6.37097e+06,20.2514,1.5,3
+2.79e+12ns,0,-5.63488e+06,-2.80128e+06,-2.21431e+06,-6995.1:637.406:-6.36777e+06,-19.386,-153.567,300000
+2.79e+12ns,1,5.97507e+06,156463,2.2054e+06,10.0142:0:-6.37097e+06,20.2527,1.5,3
+2.795e+12ns,0,-5.61685e+06,-2.83989e+06,-2.21093e+06,-6974.09:652.96:-6.36773e+06,-19.3553,-153.179,300000
+2.795e+12ns,1,5.97501e+06,156461,2.20554e+06,10.0142:0:-6.37097e+06,20.2541,1.5,3
+2.8e+12ns,0,-5.59859e+06,-2.87839e+06,-2.20747e+06,-6952.8:668.489:-6.36769e+06,-19.3238,-152.791,300000
+2.8e+12ns,1,5.97496e+06,156460,2.20568e+06,10.0142:0:-6.37097e+06,20.2554,1.5,3
+2.805e+12ns,0,-5.58009e+06,-2.91676e+06,-2.20393e+06,-6931.22:683.994:-6.36765e+06,-19.2916,-152.404,300000
+2.805e+12ns,1,5.97491e+06,156459,2.20582e+06,10.0142:0:-6.37097e+06,20.2568,1.5,3
+2.81e+12ns,0,-5.56136e+06,-2.95502e+06,-2.20031e+06,-6909.35:699.474:-6.36761e+06,-19.2586,-152.016,300000
+2.81e+12ns,1,5.97486e+06,156457,2.20596e+06,10.0142:0:-6.37097e+06,20.2581,1.5,3
+2.815e+12ns,0,-5.5424e+06,-2.99315e+06,-2.19661e+06,-6887.2:714.928:-6.36756e+06,-19.2249,-151.629,300000
+2.815e+12ns,1,5.97481e+06,156456,2.2061e+06,10.0142:0:-6.37097e+06,20.2595,1.5,3
+2.82e+12ns,0,-5.52321e+06,-3.03116e+06,-2.19283e+06,-6864.77:730.355:-6.36752e+06,-19.1905,-151.242,300000
+2.82e+12ns,1,5.97475e+06,156454,2.20624e+06,10.0142:0:-6.37097e+06,20.2608,1.5,3
+2.825e+12ns,0,-5.50378e+06,-3.06905e+06,-2.18896e+06,-6842.06:745.756:-6.36748e+06,-19.1554,-150.855,300000
+2.825e+12ns,1,5.9747e+06,156453,2.20638e+06,10.0142:0:-6.37097e+06,20.2622,1.5,3
+2.83e+12ns,0,-5.48413e+06,-3.10681e+06,-2.18502e+06,-6819.07:761.129:-6.36744e+06,-19.1195,-150.468,300000
+2.83e+12ns,1,5.97465e+06,156452,2.20652e+06,10.0142:0:-6.37097e+06,20.2635,1.5,3
+2.835e+12ns,0,-5.46425e+06,-3.14444e+06,-2.18099e+06,-6795.79:776.474:-6.3674e+06,-19.0829,-150.081,300000
+2.835e+12ns,1,5.9746e+06,156450,2.20666e+06,10.0142:0:-6.37097e+06,20.2649,1.5,3
+2.84e+12ns,0,-5.44414e+06,-3.18194e+06,-2.17689e+06,-6772.24:791.791:-6.36736e+06,-19.0456,-149.695,300000
+2.84e+12ns,1,5.97455e+06,156449,2.2068e+06,10.0142:0:-6.37097e+06,20.2662,1.5,3
+2.845e+12ns,0,-5.4238e+06,-3.21931e+06,-2.1727e+06,-6748.41:807.079:-6.36732e+06,-19.0076,-149.309,300000
+2.845e+12ns,1,5.9745e+06,156448,2.20695e+06,10.0142:0:-6.37097e+06,20.2676,1.5,3
+2.85e+12ns,0,-5.40324e+06,-3.25655e+06,-2.16844e+06,-6724.3:822.337:-6.36728e+06,-18.9689,-148.923,300000
+2.85e+12ns,1,5.97444e+06,156446,2.20709e+06,10.0142:0:-6.37097e+06,20.2689,1.5,3
+2.855e+12ns,0,-5.38246e+06,-3.29365e+06,-2.16409e+06,-6699.92:837.564:-6.36724e+06,-18.9294,-148.537,300000
+2.855e+12ns,1,5.97439e+06,156445,2.20723e+06,10.0142:0:-6.37097e+06,20.2703,1.5,3
+2.86e+12ns,0,-5.36145e+06,-3.33061e+06,-2.15967e+06,-6675.26:852.761:-6.3672e+06,-18.8892,-148.151,300000
+2.86e+12ns,1,5.97434e+06,156444,2.20737e+06,10.0142:0:-6.37097e+06,20.2716,1.5,3
+2.865e+12ns,0,-5.34021e+06,-3.36744e+06,-2.15516e+06,-6650.33:867.926:-6.36716e+06,-18.8483,-147.765,300000
+2.865e+12ns,1,5.97429e+06,156442,2.20751e+06,10.0142:0:-6.37097e+06,20.273,1.5,3
+2.87e+12ns,0,-5.31875e+06,-3.40413e+06,-2.15058e+06,-6625.13:883.06:-6.36712e+06,-18.8068,-147.38,300000
+2.87e+12ns,1,5.97424e+06,156441,2.20765e+06,10.0142:0:-6.37097e+06,20.2743,1.5,3
+2.875e+12ns,0,-5.29708e+06,-3.44068e+06,-2.14592e+06,-6599.65:898.161:-6.36708e+06,-18.7645,-146.995,300000
+2.875e+12ns,1,5.97418e+06,156440,2.20779e+06,10.0142:0:-6.37097e+06,20.2757,1.5,3
+2.88e+12ns,0,-5.27518e+06,-3.47709e+06,-2.14117e+06,-6573.9:913.229:-6.36704e+06,-18.7214,-146.609,300000
+2.88e+12ns,1,5.97413e+06,156438,2.20793e+06,10.0142:0:-6.37097e+06,20.277,1.5,3
+2.885e+12ns,0,-5.25306e+06,-3.51335e+06,-2.13635e+06,-6547.88:928.263:-6.367e+06,-18.6777,-146.225,300000
+2.885e+12ns,1,5.97408e+06,156437,2.20807e+06,10.0142:0:-6.37097e+06,20.2784,1.5,3
+2.89e+12ns,0,-5.23072e+06,-3.54947e+06,-2.13145e+06,-6521.6:943.263:-6.36696e+06,-18.6333,-145.84,300000
+2.89e+12ns,1,5.97403e+06,156435,2.20821e+06,10.0142:0:-6.37097e+06,20.2797,1.5,3
+2.895e+12ns,0,-5.20816e+06,-3.58544e+06,-2.12648e+06,-6495.05:958.228:-6.36692e+06,-18.5882,-145.455,300000
+2.895e+12ns,1,5.97398e+06,156434,2.20835e+06,10.0142:0:-6.37097e+06,20.2811,1.5,3
+2.9e+12ns,0,-5.18539e+06,-3.62126e+06,-2.12142e+06,-6468.23:973.158:-6.36688e+06,-18.5424,-145.071,300000
+2.9e+12ns,1,5.97392e+06,156433,2.20849e+06,10.0142:0:-6.37097e+06,20.2824,1.5,3
+2.905e+12ns,0,-5.1624e+06,-3.65694e+06,-2.11629e+06,-6441.14:988.053:-6.36684e+06,-18.4959,-144.687,300000
+2.905e+12ns,1,5.97387e+06,156431,2.20863e+06,10.0142:0:-6.37097e+06,20.2838,1.5,3
+2.91e+12ns,0,-5.13919e+06,-3.69246e+06,-2.11108e+06,-6413.79:1002.91:-6.3668e+06,-18.4487,-144.303,300000
+2.91e+12ns,1,5.97382e+06,156430,2.20877e+06,10.0142:0:-6.37097e+06,20.2851,1.5,3
+2.915e+12ns,0,-5.11578e+06,-3.72783e+06,-2.10579e+06,-6386.18:1017.73:-6.36677e+06,-18.4008,-143.919,300000
+2.915e+12ns,1,5.97377e+06,156429,2.20892e+06,10.0142:0:-6.37097e+06,20.2865,1.5,3
+2.92e+12ns,0,-5.09214e+06,-3.76305e+06,-2.10042e+06,-6358.3:1032.52:-6.36673e+06,-18.3523,-143.536,300000
+2.92e+12ns,1,5.97372e+06,156427,2.20906e+06,10.0142:0:-6.37097e+06,20.2878,1.5,3
+2.925e+12ns,0,-5.0683e+06,-3.79811e+06,-2.09497e+06,-6330.17:1047.26:-6.36669e+06,-18.303,-143.153,300000
+2.925e+12ns,1,5.97366e+06,156426,2.2092e+06,10.0142:0:-6.37097e+06,20.2892,1.5,3
+2.93e+12ns,0,-5.04424e+06,-3.83302e+06,-2.08945e+06,-6301.77:1061.97:-6.36665e+06,-18.2531,-142.77,300000
+2.93e+12ns,1,5.97361e+06,156425,2.20934e+06,10.0142:0:-6.37097e+06,20.2905,1.5,3
+2.935e+12ns,0,-5.01998e+06,-3.86777e+06,-2.08385e+06,-6273.12:1076.64:-6.36661e+06,-18.2024,-142.387,300000
+2.935e+12ns,1,5.97356e+06,156423,2.20948e+06,10.0142:0:-6.37097e+06,20.2919,1.5,3
+2.94e+12ns,0,-4.9955e+06,-3.90235e+06,-2.07818e+06,-6244.2:1091.26:-6.36658e+06,-18.1511,-142.004,300000
+2.94e+12ns,1,5.97351e+06,156422,2.20962e+06,10.0142:0:-6.37097e+06,20.2932,1.5,3
+2.945e+12ns,0,-4.97082e+06,-3.93678e+06,-2.07243e+06,-6215.04:1105.85:-6.36654e+06,-18.0992,-141.622,300000
+2.945e+12ns,1,5.97346e+06,156420,2.20976e+06,10.0142:0:-6.37097e+06,20.2946,1.5,3
+2.95e+12ns,0,-4.94593e+06,-3.97105e+06,-2.0666e+06,-6185.61:1120.4:-6.3665e+06,-18.0465,-141.239,300000
+2.95e+12ns,1,5.9734e+06,156419,2.2099e+06,10.0142:0:-6.37097e+06,20.2959,1.5,3
+2.955e+12ns,0,-4.92083e+06,-4.00515e+06,-2.0607e+06,-6155.94:1134.91:-6.36646e+06,-17.9932,-140.857,300000
+2.955e+12ns,1,5.97335e+06,156418,2.21004e+06,10.0142:0:-6.37097e+06,20.2972,1.5,3
+2.96e+12ns,0,-4.89553e+06,-4.03908e+06,-2.05472e+06,-6126.01:1149.37:-6.36643e+06,-17.9392,-140.475,300000
+2.96e+12ns,1,5.9733e+06,156416,2.21018e+06,10.0142:0:-6.37097e+06,20.2986,1.5,3
+2.965e+12ns,0,-4.87002e+06,-4.07285e+06,-2.04866e+06,-6095.83:1163.79:-6.36639e+06,-17.8845,-140.094,300000
+2.965e+12ns,1,5.97325e+06,156415,2.21032e+06,10.0142:0:-6.37097e+06,20.2999,1.5,3
+2.97e+12ns,0,-4.84431e+06,-4.10645e+06,-2.04253e+06,-6065.4:1178.17:-6.36636e+06,-17.8292,-139.713,300000
+2.97e+12ns,1,5.9732e+06,156414,2.21046e+06,10.0142:0:-6.37097e+06,20.3013,1.5,3
+2.975e+12ns,0,-4.8184e+06,-4.13988e+06,-2.03633e+06,-6034.72:1192.51:-6.36632e+06,-17.7732,-139.331,300000
+2.975e+12ns,1,5.97314e+06,156412,2.2106e+06,10.0142:0:-6.37097e+06,20.3026,1.5,3
+2.98e+12ns,0,-4.79229e+06,-4.17314e+06,-2.03004e+06,-6003.79:1206.8:-6.36628e+06,-17.7166,-138.951,300000
+2.98e+12ns,1,5.97309e+06,156411,2.21074e+06,10.0142:0:-6.37097e+06,20.304,1.5,3
+2.985e+12ns,0,-4.76598e+06,-4.20623e+06,-2.02369e+06,-5972.62:1221.05:-6.36625e+06,-17.6593,-138.57,300000
+2.985e+12ns,1,5.97304e+06,156410,2.21089e+06,10.0142:0:-6.37097e+06,20.3053,1.5,3
+2.99e+12ns,0,-4.73946e+06,-4.23915e+06,-2.01726e+06,-5941.2:1235.25:-6.36621e+06,-17.6014,-138.189,300000
+2.99e+12ns,1,5.97299e+06,156408,2.21103e+06,10.0142:0:-6.37097e+06,20.3067,1.5,3
+2.995e+12ns,0,-4.71276e+06,-4.27189e+06,-2.01076e+06,-5909.54:1249.41:-6.36618e+06,-17.5428,-137.809,300000
+2.995e+12ns,1,5.97294e+06,156407,2.21117e+06,10.0142:0:-6.37097e+06,20.308,1.5,3
+3e+12ns,0,-4.68585e+06,-4.30445e+06,-2.00418e+06,-5877.64:1263.52:-6.36614e+06,-17.4835,-137.429,300000
+3e+12ns,1,5.97288e+06,156405,2.21131e+06,10.0142:0:-6.37097e+06,20.3094,1.5,3
+3.005e+12ns,0,-4.65875e+06,-4.33684e+06,-1.99753e+06,-5845.49:1277.58:-6.36611e+06,-17.4236,-137.049,300000
+3.005e+12ns,1,5.97283e+06,156404,2.21145e+06,10.0142:0:-6.37097e+06,20.3107,1.5,3
+3.01e+12ns,0,-4.63146e+06,-4.36905e+06,-1.9908e+06,-5813.11:1291.6:-6.36607e+06,-17.3631,-136.67,300000
+3.01e+12ns,1,5.97278e+06,156403,2.21159e+06,10.0142:0:-6.37097e+06,20.3121,1.5,3
+3.015e+12ns,0,-4.60397e+06,-4.40108e+06,-1.984e+06,-5780.49:1305.57:-6.36604e+06,-17.3019,-136.291,300000
+3.015e+12ns,1,5.97273e+06,156401,2.21173e+06,10.0142:0:-6.37097e+06,20.3134,1.5,3
+3.02e+12ns,0,-4.57629e+06,-4.43292e+06,-1.97713e+06,-5747.63:1319.49:-6.366e+06,-17.2401,-135.912,300000
+3.02e+12ns,1,5.97268e+06,156400,2.21187e+06,10.0142:0:-6.37097e+06,20.3148,1.5,3
+3.025e+12ns,0,-4.54842e+06,-4.46459e+06,-1.97018e+06,-5714.53:1333.37:-6.36597e+06,-17.1777,-135.533,300000
+3.025e+12ns,1,5.97262e+06,156399,2.21201e+06,10.0142:0:-6.37097e+06,20.3161,1.5,3
+3.03e+12ns,0,-4.52035e+06,-4.49607e+06,-1.96317e+06,-5681.2:1347.19:-6.36593e+06,-17.1146,-135.154,300000
+3.03e+12ns,1,5.97257e+06,156397,2.21215e+06,10.0142:0:-6.37097e+06,20.3175,1.5,3
+3.035e+12ns,0,-4.4921e+06,-4.52736e+06,-1.95608e+06,-5647.64:1360.97:-6.3659e+06,-17.0509,-134.776,300000
+3.035e+12ns,1,5.97252e+06,156396,2.21229e+06,10.0142:0:-6.37097e+06,20.3188,1.5,3
+3.04e+12ns,0,-4.46367e+06,-4.55847e+06,-1.94892e+06,-5613.84:1374.69:-6.36587e+06,-16.9866,-134.398,300000
+3.04e+12ns,1,5.97247e+06,156395,2.21243e+06,10.0142:0:-6.37097e+06,20.3202,1.5,3
+3.045e+12ns,0,-4.43504e+06,-4.58939e+06,-1.94168e+06,-5579.82:1388.37:-6.36583e+06,-16.9216,-134.02,300000
+3.045e+12ns,1,5.97241e+06,156393,2.21257e+06,10.0142:0:-6.37097e+06,20.3215,1.5,3
+3.05e+12ns,0,-4.40624e+06,-4.62012e+06,-1.93438e+06,-5545.57:1401.99:-6.3658e+06,-16.8561,-133.643,300000
+3.05e+12ns,1,5.97236e+06,156392,2.21271e+06,10.0142:0:-6.37097e+06,20.3229,1.5,3
+3.055e+12ns,0,-4.37724e+06,-4.65066e+06,-1.927e+06,-5511.09:1415.56:-6.36577e+06,-16.7899,-133.265,300000
+3.055e+12ns,1,5.97231e+06,156390,2.21285e+06,10.0142:0:-6.37097e+06,20.3242,1.5,3
+3.06e+12ns,0,-4.34807e+06,-4.68101e+06,-1.91956e+06,-5476.38:1429.08:-6.36574e+06,-16.7231,-132.888,300000
+3.06e+12ns,1,5.97226e+06,156389,2.213e+06,10.0142:0:-6.37097e+06,20.3256,1.5,3
+3.065e+12ns,0,-4.31871e+06,-4.71116e+06,-1.91204e+06,-5441.45:1442.55:-6.3657e+06,-16.6557,-132.511,300000
+3.065e+12ns,1,5.97221e+06,156388,2.21314e+06,10.0142:0:-6.37097e+06,20.3269,1.5,3
+3.07e+12ns,0,-4.28918e+06,-4.74112e+06,-1.90445e+06,-5406.29:1455.96:-6.36567e+06,-16.5877,-132.135,300000
+3.07e+12ns,1,5.97215e+06,156386,2.21328e+06,10.0142:0:-6.37097e+06,20.3283,1.5,3
+3.075e+12ns,0,-4.25946e+06,-4.77089e+06,-1.8968e+06,-5370.92:1469.32:-6.36564e+06,-16.5191,-131.759,300000
+3.075e+12ns,1,5.9721e+06,156385,2.21342e+06,10.0142:0:-6.37097e+06,20.3296,1.5,3
+3.08e+12ns,0,-4.22957e+06,-4.80046e+06,-1.88907e+06,-5335.32:1482.63:-6.36561e+06,-16.4499,-131.382,300000
+3.08e+12ns,1,5.97205e+06,156384,2.21356e+06,10.0142:0:-6.37097e+06,20.331,1.5,3
+3.085e+12ns,0,-4.1995e+06,-4.82983e+06,-1.88127e+06,-5299.51:1495.88:-6.36558e+06,-16.3801,-131.007,300000
+3.085e+12ns,1,5.972e+06,156382,2.2137e+06,10.0142:0:-6.37097e+06,20.3323,1.5,3
+3.09e+12ns,0,-4.16925e+06,-4.859e+06,-1.87341e+06,-5263.48:1509.08:-6.36554e+06,-16.3096,-130.631,300000
+3.09e+12ns,1,5.97195e+06,156381,2.21384e+06,10.0142:0:-6.37097e+06,20.3337,1.5,3
+3.095e+12ns,0,-4.13883e+06,-4.88798e+06,-1.86547e+06,-5227.23:1522.22:-6.36551e+06,-16.2386,-130.256,300000
+3.095e+12ns,1,5.97189e+06,156380,2.21398e+06,10.0142:0:-6.37097e+06,20.335,1.5,3
+3.1e+12ns,0,-4.10824e+06,-4.91675e+06,-1.85747e+06,-5190.77:1535.3:-6.36548e+06,-16.1671,-129.881,300000
+3.1e+12ns,1,5.97184e+06,156378,2.21412e+06,10.0142:0:-6.37097e+06,20.3364,1.5,3
+3.105e+12ns,0,-4.07748e+06,-4.94532e+06,-1.84939e+06,-5154.09:1548.33:-6.36545e+06,-16.0949,-129.506,300000
+3.105e+12ns,1,5.97179e+06,156377,2.21426e+06,10.0142:0:-6.37097e+06,20.3377,1.5,3
+3.11e+12ns,0,-4.04655e+06,-4.97368e+06,-1.84125e+06,-5117.21:1561.3:-6.36542e+06,-16.0221,-129.132,300000
+3.11e+12ns,1,5.97174e+06,156375,2.2144e+06,10.0142:0:-6.37097e+06,20.3391,1.5,3
+3.115e+12ns,0,-4.01544e+06,-5.00184e+06,-1.83305e+06,-5080.11:1574.22:-6.36539e+06,-15.9488,-128.757,300000
+3.115e+12ns,1,5.97169e+06,156374,2.21454e+06,10.0142:0:-6.37097e+06,20.3404,1.5,3
+3.12e+12ns,0,-3.98417e+06,-5.02979e+06,-1.82477e+06,-5042.81:1587.07:-6.36536e+06,-15.8749,-128.383,300000
+3.12e+12ns,1,5.97163e+06,156373,2.21468e+06,10.0142:0:-6.37097e+06,20.3418,1.5,3
+3.125e+12ns,0,-3.95274e+06,-5.05754e+06,-1.81643e+06,-5005.3:1599.87:-6.36533e+06,-15.8004,-128.01,300000
+3.125e+12ns,1,5.97158e+06,156371,2.21482e+06,10.0142:0:-6.37097e+06,20.3431,1.5,3
+3.13e+12ns,0,-3.92114e+06,-5.08508e+06,-1.80802e+06,-4967.58:1612.61:-6.3653e+06,-15.7254,-127.636,300000
+3.13e+12ns,1,5.97153e+06,156370,2.21496e+06,10.0142:0:-6.37097e+06,20.3445,1.5,3
+3.135e+12ns,0,-3.88937e+06,-5.1124e+06,-1.79954e+06,-4929.66:1625.29:-6.36527e+06,-15.6498,-127.263,300000
+3.135e+12ns,1,5.97148e+06,156369,2.2151e+06,10.0142:0:-6.37097e+06,20.3458,1.5,3
+3.14e+12ns,0,-3.85744e+06,-5.13952e+06,-1.791e+06,-4891.54:1637.91:-6.36524e+06,-15.5736,-126.89,300000
+3.14e+12ns,1,5.97142e+06,156367,2.21525e+06,10.0142:0:-6.37097e+06,20.3472,1.5,3
+3.145e+12ns,0,-3.82535e+06,-5.16643e+06,-1.78239e+06,-4853.22:1650.47:-6.36521e+06,-15.4968,-126.517,300000
+3.145e+12ns,1,5.97137e+06,156366,2.21539e+06,10.0142:0:-6.37097e+06,20.3485,1.5,3
+3.15e+12ns,0,-3.79311e+06,-5.19312e+06,-1.77372e+06,-4814.7:1662.97:-6.36519e+06,-15.4195,-126.145,300000
+3.15e+12ns,1,5.97132e+06,156365,2.21553e+06,10.0142:0:-6.37097e+06,20.3499,1.5,3
+3.155e+12ns,0,-3.7607e+06,-5.2196e+06,-1.76498e+06,-4775.99:1675.41:-6.36516e+06,-15.3417,-125.773,300000
+3.155e+12ns,1,5.97127e+06,156363,2.21567e+06,10.0142:0:-6.37097e+06,20.3512,1.5,3
+3.16e+12ns,0,-3.72813e+06,-5.24586e+06,-1.75618e+06,-4737.07:1687.78:-6.36513e+06,-15.2633,-125.401,300000
+3.16e+12ns,1,5.97122e+06,156362,2.21581e+06,10.0142:0:-6.37097e+06,20.3526,1.5,3
+3.165e+12ns,0,-3.69541e+06,-5.27191e+06,-1.74731e+06,-4697.97:1700.09:-6.3651e+06,-15.1844,-125.029,300000
+3.165e+12ns,1,5.97116e+06,156360,2.21595e+06,10.0142:0:-6.37097e+06,20.3539,1.5,3
+3.17e+12ns,0,-3.66254e+06,-5.29774e+06,-1.73837e+06,-4658.67:1712.35:-6.36507e+06,-15.1049,-124.658,300000
+3.17e+12ns,1,5.97111e+06,156359,2.21609e+06,10.0142:0:-6.37097e+06,20.3553,1.5,3
+3.175e+12ns,0,-3.62951e+06,-5.32336e+06,-1.72938e+06,-4619.18:1724.53:-6.36505e+06,-15.0249,-124.287,300000
+3.175e+12ns,1,5.97106e+06,156358,2.21623e+06,10.0142:0:-6.37097e+06,20.3566,1.5,3
+3.18e+12ns,0,-3.59633e+06,-5.34875e+06,-1.72032e+06,-4579.5:1736.66:-6.36502e+06,-14.9443,-123.916,300000
+3.18e+12ns,1,5.97101e+06,156356,2.21637e+06,10.0142:0:-6.37097e+06,20.358,1.5,3
+3.185e+12ns,0,-3.56301e+06,-5.37392e+06,-1.71119e+06,-4539.63:1748.72:-6.36499e+06,-14.8632,-123.545,300000
+3.185e+12ns,1,5.97096e+06,156355,2.21651e+06,10.0142:0:-6.37097e+06,20.3593,1.5,3
+3.19e+12ns,0,-3.52953e+06,-5.39887e+06,-1.70201e+06,-4499.58:1760.72:-6.36497e+06,-14.7816,-123.175,300000
+3.19e+12ns,1,5.9709e+06,156354,2.21665e+06,10.0142:0:-6.37097e+06,20.3607,1.5,3
+3.195e+12ns,0,-3.4959e+06,-5.4236e+06,-1.69276e+06,-4459.34:1772.65:-6.36494e+06,-14.6995,-122.805,300000
+3.195e+12ns,1,5.97085e+06,156352,2.21679e+06,10.0142:0:-6.37097e+06,20.362,1.5,3
+3.2e+12ns,0,-3.46213e+06,-5.44811e+06,-1.68345e+06,-4418.92:1784.51:-6.36491e+06,-14.6168,-122.435,300000
+3.2e+12ns,1,5.9708e+06,156351,2.21693e+06,10.0142:0:-6.37097e+06,20.3633,1.5,3
+3.205e+12ns,0,-3.42821e+06,-5.47239e+06,-1.67407e+06,-4378.32:1796.31:-6.36489e+06,-14.5336,-122.065,300000
+3.205e+12ns,1,5.97075e+06,156350,2.21707e+06,10.0142:0:-6.37097e+06,20.3647,1.5,3
+3.21e+12ns,0,-3.39416e+06,-5.49645e+06,-1.66464e+06,-4337.55:1808.05:-6.36486e+06,-14.4499,-121.696,300000
+3.21e+12ns,1,5.97069e+06,156348,2.21721e+06,10.0142:0:-6.37097e+06,20.366,1.5,3
+3.215e+12ns,0,-3.35995e+06,-5.52028e+06,-1.65514e+06,-4296.59:1819.72:-6.36484e+06,-14.3657,-121.327,300000
+3.215e+12ns,1,5.97064e+06,156347,2.21736e+06,10.0142:0:-6.37097e+06,20.3674,1.5,3
+3.22e+12ns,0,-3.32561e+06,-5.54388e+06,-1.64558e+06,-4255.46:1831.32:-6.36481e+06,-14.281,-120.958,300000
+3.22e+12ns,1,5.97059e+06,156345,2.2175e+06,10.0142:0:-6.37097e+06,20.3687,1.5,3
+3.225e+12ns,0,-3.29113e+06,-5.56725e+06,-1.63597e+06,-4214.15:1842.85:-6.36479e+06,-14.1957,-120.59,300000
+3.225e+12ns,1,5.97054e+06,156344,2.21764e+06,10.0142:0:-6.37097e+06,20.3701,1.5,3
+3.23e+12ns,0,-3.25651e+06,-5.5904e+06,-1.62629e+06,-4172.67:1854.32:-6.36476e+06,-14.11,-120.222,300000
+3.23e+12ns,1,5.97049e+06,156343,2.21778e+06,10.0142:0:-6.37097e+06,20.3714,1.5,3
