time(s)	cellId	rnti	lcid	packetSize	delay(s)
0.203386	1	1	3	1056	0.00238571
0.230029	1	1	3	1056	0.00802856
0.244029	1	1	3	1056	0.0130286
0.255029	1	1	3	1056	0.0130286
0.264029	1	1	3	1056	0.0130286
0.275029	1	1	3	1056	0.0130286
0.284029	1	1	3	1056	0.0130286
0.295029	1	1	3	1056	0.0130286
0.304029	1	1	3	1056	0.0130286
