Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	rnti	tbSize	mcs	rank	rv	SINR(dB)	CQI	corrupt	TBler
0.263143	DL	26	3	0	1	1	67	0	1	15970	28	1	0	59.3248	15	0	0
0.263143	DL	26	3	0	1	1	85	0	1	15970	28	1	0	35.0361	15	0	0
0.263143	DL	26	3	0	1	1	111	0	1	15970	28	1	0	25.7059	15	0	0
0.263143	DL	26	3	0	1	1	151	0	1	15970	28	1	0	30.9784	15	0	0
0.263214	DL	26	3	0	2	1	41	0	1	15970	28	1	0	48.0991	15	0	0
0.263214	DL	26	3	0	2	1	61	0	1	15970	28	1	0	33.9816	15	0	0
0.263286	DL	26	3	0	1	3	11	0	1	1390	0	1	0	10.4575	9	0	0
0.268929	DL	26	8	0	1	12	41	0	2	4282	12	1	1	32.7478	15	0	0
0.268929	DL	26	8	0	1	12	61	0	2	4282	12	1	1	16.4589	11	0	0
0.273143	DL	27	3	0	1	1	21	0	1	15970	28	1	0	43.2789	15	0	0
0.273143	DL	27	3	0	1	1	41	0	2	1100	4	1	0	-1.05259	3	0	0
0.273143	DL	27	3	0	1	1	61	0	2	2546	8	1	0	5.2436	5	0	1.12712e-10
0.273143	DL	27	3	0	1	1	67	0	1	15970	28	1	0	60.4175	15	0	0
0.273143	DL	27	3	0	1	1	85	0	1	15970	28	1	0	35.0534	15	0	0
0.273143	DL	27	3	0	1	1	111	0	1	15970	28	1	0	25.7841	15	0	0
0.273143	DL	27	3	0	1	1	151	0	1	15970	28	1	0	31.0669	15	0	0
0.273214	DL	27	3	0	1	2	11	0	1	1274	2	1	0	6.34674	7	0	0
0.273214	DL	27	3	0	2	1	41	0	1	15970	28	1	0	48.5906	15	0	0
0.273214	DL	27	3	0	2	1	61	0	1	15970	28	1	0	33.9692	15	0	0
0.283143	DL	28	3	0	1	1	21	0	1	15970	28	1	0	43.2348	15	0	0
0.283143	DL	28	3	0	1	1	41	0	2	1100	4	1	0	1.58059	5	0	0
0.283143	DL	28	3	0	1	1	61	0	2	2546	8	1	0	5.27864	5	0	1.47438e-12
0.283143	DL	28	3	0	1	1	67	0	1	15970	28	1	0	60.3655	15	0	0
0.283143	DL	28	3	0	1	1	85	0	1	15970	28	1	0	35.0468	15	0	0
0.283143	DL	28	3	0	1	1	111	0	1	15970	28	1	0	25.7848	15	0	0
0.283143	DL	28	3	0	1	1	151	0	1	15970	28	1	0	31.0292	15	0	0
0.283214	DL	28	3	0	2	1	41	0	1	15970	28	1	0	47.8128	15	0	0
0.283214	DL	28	3	0	2	1	61	0	1	15970	28	1	0	33.9826	15	0	0
0.283286	DL	28	3	0	1	3	11	0	1	1390	0	1	0	10.6087	9	0	0
0.293143	DL	29	3	0	1	1	21	0	1	15970	28	1	0	43.2657	15	0	0
0.293143	DL	29	3	0	1	1	41	0	2	2546	8	1	0	2.48023	5	0	0
0.293143	DL	29	3	0	1	1	61	0	2	2546	8	1	0	5.25671	5	0	3.15774e-11
0.293143	DL	29	3	0	1	1	67	0	1	15970	28	1	0	59.004	15	0	0
0.293143	DL	29	3	0	1	1	85	0	1	15970	28	1	0	35.0364	15	0	0
0.293143	DL	29	3	0	1	1	111	0	1	15970	28	1	0	25.7616	15	0	0
0.293143	DL	29	3	0	1	1	151	0	1	15970	28	1	0	30.9818	15	0	0
0.293214	DL	29	3	0	1	2	11	0	1	1274	2	1	0	6.58631	7	0	0
0.293214	DL	29	3	0	2	1	41	0	1	15970	28	1	0	47.4138	15	0	0
0.293214	DL	29	3	0	2	1	61	0	1	15970	28	1	0	33.9578	15	0	0
