% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
0.201	1	0	0	1	20	3	0	1	3	15	1	0	0	1390
0.211	1	0	0	1	21	3	0	1	1	15	1	0	10	3472
0.221	1	0	0	1	22	3	0	1	1	15	1	0	12	4282
0.231	1	0	0	1	23	3	0	1	1	15	1	0	12	4282
0.241	1	0	0	1	24	3	0	1	1	15	1	0	12	4282
0.251	1	0	0	1	25	3	0	1	1	15	1	0	12	4282
0.261	1	0	0	1	26	3	0	1	1	15	1	0	12	4282
0.271	1	0	0	1	27	3	0	1	1	15	1	0	12	4282
0.281	1	0	0	1	28	3	0	1	1	15	1	0	12	4282
0.291	1	0	0	1	29	3	0	1	1	15	1	0	12	4282
