368;2014-02-01 00:00:23.86684+01;POINT(41.8914033333333 12.4746266666667)
321;2014-02-01 00:00:24.04556+01;POINT(41.89724633 12.47285075)
197;2014-02-01 00:00:24.230733+01;POINT(41.884861232788 12.470642809741)
259;2014-02-01 00:00:24.328023+01;POINT(41.8453117623572 12.5945532574323)
298;2014-02-01 00:00:24.512062+01;POINT(41.8929914804175 12.4712211638689)
135;2014-02-01 00:00:24.654386+01;POINT(41.9331899516031 12.5117847048568)
315;2014-02-01 00:00:25.462468+01;POINT(41.8996410432057 12.4618550005358)
104;2014-02-01 00:00:25.632406+01;POINT(41.7904902001173 12.2506423858324)
132;2014-02-01 00:00:25.697679+01;POINT(41.8568358908155 12.4773773385372)
232;2014-02-01 00:00:25.734882+01;POINT(41.9042511737689 12.4839190072599)
2;2014-02-01 00:00:25.774039+01;POINT(41.9086630527271 12.5066009228874)
357;2014-02-01 00:00:26.324962+01;POINT(41.8355646058252 12.4721527618107)
281;2014-02-01 00:00:26.51784+01;POINT(41.8965482794286 12.4822388991087)
341;2014-02-01 00:00:26.863984+01;POINT(41.9110568385551 12.4759366815692)
234;2014-02-01 00:00:26.960028+01;POINT(41.897783275213 12.4693312066563)
257;2014-02-01 00:00:27.385506+01;POINT(41.9233601620156 12.4881576445332)
224;2014-02-01 00:00:27.428065+01;POINT(41.96574508 12.45579244)
37;2014-02-01 00:00:27.574064+01;POINT(41.8978418925033 12.4684204086267)
361;2014-02-01 00:00:27.928599+01;POINT(41.9234351813793 12.4855416454375)
178;2014-02-01 00:00:27.939364+01;POINT(41.9219959240361 12.4828460642701)
365;2014-02-01 00:00:28.419832+01;POINT(41.8948047415524 12.476465931979)
61;2014-02-01 00:00:28.437961+01;POINT(41.9003116666667 12.4727383333333)
248;2014-02-01 00:00:28.50404+01;POINT(41.8959019919821 12.4768818873779)
228;2014-02-01 00:00:28.549193+01;POINT(41.8972219549272 12.4727742184704)
94;2014-02-01 00:00:28.581706+01;POINT(41.9284612332732 12.4798311855679)
53;2014-02-01 00:00:29.059488+01;POINT(41.889845921237 12.5032556858338)
291;2014-02-01 00:00:29.235522+01;POINT(41.8565907838877 12.4922009962884)
156;2014-02-01 00:00:30.701727+01;POINT(41.8837570851804 12.4896847523146)
187;2014-02-01 00:00:30.815783+01;POINT(41.9250433333333 12.47045)
79;2014-02-01 00:00:30.928275+01;POINT(41.90028033 12.46277512)
89;2014-02-01 00:00:30.982022+01;POINT(41.796786565126 12.4374902597601)
174;2014-02-01 00:00:31.531419+01;POINT(41.8898128219691 12.4745070406691)
191;2014-02-01 00:00:32.037974+01;POINT(41.8522401482436 12.5785882059417)
297;2014-02-01 00:00:32.757888+01;POINT(41.8919203577535 12.4895935430828)
260;2014-02-01 00:00:33.37694+01;POINT(41.8643473038429 12.4647422839145)
59;2014-02-01 00:00:34.058139+01;POINT(41.8998446068135 12.4809560956518)
122;2014-02-01 00:00:34.288858+01;POINT(41.9202402487457 12.4992729994302)
351;2014-02-01 00:00:34.507561+01;POINT(41.9100508227258 12.4966092132391)
311;2014-02-01 00:00:34.778324+01;POINT(41.9064750533438 12.490216502142)
362;2014-02-01 00:00:35.126132+01;POINT(41.9101993407516 12.4770016466739)
196;2014-02-01 00:00:35.429059+01;POINT(41.8922298239912 12.469779213474)
58;2014-02-01 00:00:35.648915+01;POINT(41.9161052622144 12.5111763533112)
331;2014-02-01 00:00:35.884883+01;POINT(41.9084429321811 12.44833429344)
361;2014-02-01 00:00:36.368744+01;POINT(41.9250743463635 12.4835127219558)
172;2014-02-01 00:00:36.41335+01;POINT(41.9191790129118 12.5016895033778)
352;2014-02-01 00:00:36.523854+01;POINT(41.8978314008564 12.4694898817688)
343;2014-02-01 00:00:36.73799+01;POINT(41.8921894474005 12.4697485853991)
188;2014-02-01 00:00:36.831341+01;POINT(41.9226663915447 12.4871261442344)
318;2014-02-01 00:00:37.834262+01;POINT(41.8854305891446 12.4710844487926)
321;2014-02-01 00:00:38.185878+01;POINT(41.89724633 12.47285075)
317;2014-02-01 00:00:38.444959+01;POINT(41.9003945442452 12.4730582188245)
295;2014-02-01 00:00:38.498528+01;POINT(41.8957895596184 12.4719204209153)
368;2014-02-01 00:00:38.976359+01;POINT(41.8915033333333 12.4746483333333)
197;2014-02-01 00:00:39.206038+01;POINT(41.884861232788 12.470642809741)
259;2014-02-01 00:00:39.32414+01;POINT(41.848538324687 12.5960698827603)
135;2014-02-01 00:00:39.652213+01;POINT(41.9331899516031 12.5117847048568)
232;2014-02-01 00:00:40.047877+01;POINT(41.9049930387372 12.4828444075095)
315;2014-02-01 00:00:40.161789+01;POINT(41.8997588583341 12.4637837068791)
298;2014-02-01 00:00:40.243432+01;POINT(41.8927838187665 12.4713064078242)
2;2014-02-01 00:00:40.26196+01;POINT(41.9090395026945 12.5079114632066)
248;2014-02-01 00:00:40.741995+01;POINT(41.8959019919821 12.4768818873779)
234;2014-02-01 00:00:40.986267+01;POINT(41.897783275213 12.4693312066563)
105;2014-02-01 00:00:41.020417+01;POINT(41.8971435606299 12.4729530904655)
132;2014-02-01 00:00:41.036727+01;POINT(41.858164611683 12.4779331932985)
357;2014-02-01 00:00:41.690124+01;POINT(41.8372758606426 12.4729929295711)
104;2014-02-01 00:00:41.70851+01;POINT(41.7894829734296 12.2508173851301)
281;2014-02-01 00:00:41.883491+01;POINT(41.8964030400792 12.4806101606989)
341;2014-02-01 00:00:42.177551+01;POINT(41.9102780501634 12.4756798339092)
53;2014-02-01 00:00:42.200322+01;POINT(41.8896664413027 12.5033225737654)
224;2014-02-01 00:00:42.248794+01;POINT(41.96616432 12.45571381)
37;2014-02-01 00:00:42.586446+01;POINT(41.8977584215648 12.468977224776)
178;2014-02-01 00:00:42.815736+01;POINT(41.9213303757194 12.4813747928289)
291;2014-02-01 00:00:42.997493+01;POINT(41.8562804243305 12.4926639036588)
61;2014-02-01 00:00:43.462612+01;POINT(41.9003116666667 12.4727383333333)
228;2014-02-01 00:00:43.57107+01;POINT(41.8972219549272 12.4727742184704)
257;2014-02-01 00:00:43.614401+01;POINT(41.9223751174213 12.4900558001627)
174;2014-02-01 00:00:43.657101+01;POINT(41.8898128219691 12.4745070406691)
365;2014-02-01 00:00:43.714933+01;POINT(41.8949249905382 12.4781115914121)
94;2014-02-01 00:00:44.01961+01;POINT(41.9283337261055 12.481630483326)
156;2014-02-01 00:00:45.303166+01;POINT(41.8825124308017 12.4917861510387)
89;2014-02-01 00:00:45.998141+01;POINT(41.7985263724867 12.4400315738084)
187;2014-02-01 00:00:46.18047+01;POINT(41.9237683333333 12.4709783333333)
79;2014-02-01 00:00:46.720251+01;POINT(41.90019188 12.46272255)
191;2014-02-01 00:00:46.752741+01;POINT(41.8519392665798 12.5789020595742)
343;2014-02-01 00:00:46.952785+01;POINT(41.8921464623268 12.4697678901028)
59;2014-02-01 00:00:49.044843+01;POINT(41.9012226729152 12.4803658867585)
260;2014-02-01 00:00:49.191331+01;POINT(41.8643473038429 12.4647422839145)
351;2014-02-01 00:00:49.464013+01;POINT(41.9100508227258 12.4966092132391)
311;2014-02-01 00:00:49.765884+01;POINT(41.905888459686 12.4891217030833)
297;2014-02-01 00:00:49.880874+01;POINT(41.8926152820708 12.4883702930161)
196;2014-02-01 00:00:50.425916+01;POINT(41.8922298239912 12.469779213474)
331;2014-02-01 00:00:50.855511+01;POINT(41.9076466513798 12.4495971109718)
361;2014-02-01 00:00:50.951043+01;POINT(41.9267097814009 12.4818248581141)
122;2014-02-01 00:00:51.318824+01;POINT(41.9192676489389 12.4981394304084)
105;2014-02-01 00:00:51.364909+01;POINT(41.8971435606299 12.4729530904655)
362;2014-02-01 00:00:51.389548+01;POINT(41.9101993407516 12.4770016466739)
352;2014-02-01 00:00:51.978913+01;POINT(41.8978376872838 12.4694306217134)
188;2014-02-01 00:00:52.01395+01;POINT(41.9219096385641 12.4864589310478)
172;2014-02-01 00:00:52.47324+01;POINT(41.9184745461104 12.5006895877395)
318;2014-02-01 00:00:52.738236+01;POINT(41.8858745128805 12.4703587891625)
321;2014-02-01 00:00:52.860301+01;POINT(41.89724633 12.47285075)
295;2014-02-01 00:00:53.509006+01;POINT(41.8957895596184 12.4719204209153)
368;2014-02-01 00:00:53.907094+01;POINT(41.8916683333333 12.47466)
197;2014-02-01 00:00:54.208797+01;POINT(41.884861232788 12.470642809741)
232;2014-02-01 00:00:54.533571+01;POINT(41.9061937706229 12.4817573656279)
259;2014-02-01 00:00:54.651828+01;POINT(41.8522972733821 12.5971751164139)
135;2014-02-01 00:00:54.664429+01;POINT(41.9331899516031 12.5117847048568)
298;2014-02-01 00:00:54.899051+01;POINT(41.8935987912118 12.4702336918563)
317;2014-02-01 00:00:55.40642+01;POINT(41.9003945442452 12.4730582188245)
132;2014-02-01 00:00:55.740898+01;POINT(41.8596774011369 12.4783493169237)
248;2014-02-01 00:00:55.750244+01;POINT(41.8959019919821 12.4768818873779)
234;2014-02-01 00:00:55.957279+01;POINT(41.8977470950241 12.4693140313866)
2;2014-02-01 00:00:56.451894+01;POINT(41.9090395026945 12.5079114632066)
281;2014-02-01 00:00:56.53966+01;POINT(41.8960328534308 12.4792184133172)
341;2014-02-01 00:00:56.919029+01;POINT(41.909868719781 12.4762814814616)
104;2014-02-01 00:00:56.937749+01;POINT(41.788322075529 12.2509765005565)
224;2014-02-01 00:00:57.308498+01;POINT(41.9662668 12.45454732)
257;2014-02-01 00:00:57.346409+01;POINT(41.9218351971802 12.4907941630101)
315;2014-02-01 00:00:57.469249+01;POINT(41.8997639164141 12.4640582239138)
37;2014-02-01 00:00:57.632479+01;POINT(41.8972639117206 12.4709033322194)
178;2014-02-01 00:00:58.065034+01;POINT(41.9207817403018 12.4801821805718)
58;2014-02-01 00:00:58.071073+01;POINT(41.9145310744652 12.5088359997114)
53;2014-02-01 00:00:58.090535+01;POINT(41.8896664413027 12.5033225737654)
61;2014-02-01 00:00:58.369098+01;POINT(41.9003116666667 12.4727383333333)
291;2014-02-01 00:00:58.380325+01;POINT(41.8564010212576 12.4926677793031)
174;2014-02-01 00:00:58.393341+01;POINT(41.8898128219691 12.4745070406691)
365;2014-02-01 00:00:58.415523+01;POINT(41.894958271621 12.4798023985005)
94;2014-02-01 00:00:58.511189+01;POINT(41.928371482774 12.4817463509252)
228;2014-02-01 00:00:58.561172+01;POINT(41.8972219549272 12.4727742184704)
357;2014-02-01 00:00:59.570089+01;POINT(41.8388922718893 12.4738026736498)
156;2014-02-01 00:01:00.33555+01;POINT(41.8817298456516 12.4930700915813)
89;2014-02-01 00:01:00.983359+01;POINT(41.800165881819 12.4424438636658)
297;2014-02-01 00:01:01.019002+01;POINT(41.8930004166682 12.4876514604243)
187;2014-02-01 00:01:01.11743+01;POINT(41.923785 12.4709516666667)
191;2014-02-01 00:01:01.760397+01;POINT(41.8519293432976 12.5787443855308)
343;2014-02-01 00:01:01.967554+01;POINT(41.8921800909899 12.4697024244344)
260;2014-02-01 00:01:03.011216+01;POINT(41.8643473038429 12.4647422839145)
79;2014-02-01 00:01:03.296617+01;POINT(41.8998513 12.46186503)
122;2014-02-01 00:01:03.797876+01;POINT(41.9184201824959 12.4972479447561)
58;2014-02-01 00:01:04.761441+01;POINT(41.913418777399 12.5072336438286)
59;2014-02-01 00:01:04.907325+01;POINT(41.9017609704402 12.4813849482194)
196;2014-02-01 00:01:05.130702+01;POINT(41.8922298239912 12.469779213474)
351;2014-02-01 00:01:05.147564+01;POINT(41.9100508227258 12.4966092132391)
311;2014-02-01 00:01:05.46453+01;POINT(41.9054550475446 12.4880936572674)
362;2014-02-01 00:01:05.908629+01;POINT(41.9102748745671 12.4769209555423)
172;2014-02-01 00:01:06.048264+01;POINT(41.9180243819512 12.4999263673406)
352;2014-02-01 00:01:06.522306+01;POINT(41.8978360947222 12.469434812665)
105;2014-02-01 00:01:06.690564+01;POINT(41.8971435606299 12.4729530904655)
188;2014-02-01 00:01:06.849288+01;POINT(41.9217997301086 12.4863842688063)
318;2014-02-01 00:01:07.378448+01;POINT(41.8859356147567 12.4697244271156)
361;2014-02-01 00:01:07.639025+01;POINT(41.9282979425043 12.4820527620614)
361;2014-02-01 00:01:08.260046+01;POINT(41.8968520173803 12.485313070938)
321;2014-02-01 00:01:08.270941+01;POINT(41.89720439 12.47282016)
317;2014-02-01 00:01:08.492119+01;POINT(41.9003945442452 12.4730582188245)
295;2014-02-01 00:01:08.807171+01;POINT(41.895913159259 12.4720998485522)
368;2014-02-01 00:01:09.080429+01;POINT(41.8928833333333 12.4752583333333)
197;2014-02-01 00:01:09.201632+01;POINT(41.884861232788 12.470642809741)
259;2014-02-01 00:01:09.291296+01;POINT(41.8563549475357 12.5983803500739)
232;2014-02-01 00:01:09.451211+01;POINT(41.907205209323 12.4805641855285)
298;2014-02-01 00:01:09.506246+01;POINT(41.8950007902458 12.4683708976954)
135;2014-02-01 00:01:09.645753+01;POINT(41.9331899516031 12.5117847048568)
2;2014-02-01 00:01:09.895936+01;POINT(41.9090395026945 12.5079114632066)
132;2014-02-01 00:01:10.728997+01;POINT(41.8609990876629 12.4782393571599)
104;2014-02-01 00:01:10.953717+01;POINT(41.78667444003 12.2512348449717)
357;2014-02-01 00:01:11.327151+01;POINT(41.8413068306992 12.4750690225981)
361;2014-02-01 00:01:11.456181+01;POINT(41.8968520173803 12.485313070938)
234;2014-02-01 00:01:11.590266+01;POINT(41.8977470950243 12.4693140313869)
341;2014-02-01 00:01:11.834967+01;POINT(41.9084882726664 12.4761338551739)
315;2014-02-01 00:01:11.886296+01;POINT(41.8997639164141 12.4640582239138)
281;2014-02-01 00:01:11.924706+01;POINT(41.8959964896336 12.477287409293)
224;2014-02-01 00:01:12.15029+01;POINT(41.96644759 12.45358843)
257;2014-02-01 00:01:12.279518+01;POINT(41.9210784442831 12.4915425437066)
37;2014-02-01 00:01:12.554431+01;POINT(41.896816196399 12.472962681469)
53;2014-02-01 00:01:12.800453+01;POINT(41.8896664413027 12.5033225737654)
174;2014-02-01 00:01:13.321924+01;POINT(41.8898128219691 12.4745070406691)
248;2014-02-01 00:01:13.407559+01;POINT(41.8959019919821 12.4768818873779)
365;2014-02-01 00:01:13.418515+01;POINT(41.8943929911323 12.4809811278158)
61;2014-02-01 00:01:13.491678+01;POINT(41.9003116666667 12.4727383333333)
178;2014-02-01 00:01:13.52208+01;POINT(41.9198259786782 12.4792160488487)
94;2014-02-01 00:01:13.817046+01;POINT(41.928371482774 12.4817463509252)
228;2014-02-01 00:01:14.638437+01;POINT(41.8972219549272 12.4727742184704)
291;2014-02-01 00:01:15.295007+01;POINT(41.8569482898611 12.4934184486831)
156;2014-02-01 00:01:15.715234+01;POINT(41.8817244261193 12.4930847614908)
79;2014-02-01 00:01:15.892636+01;POINT(41.89981646 12.46032143)
297;2014-02-01 00:01:16.022247+01;POINT(41.8930181764688 12.4876147944249)
187;2014-02-01 00:01:16.097658+01;POINT(41.9235833333333 12.470395)
89;2014-02-01 00:01:16.427074+01;POINT(41.8015391701924 12.4445903461346)
191;2014-02-01 00:01:16.745436+01;POINT(41.8519293432976 12.5787443855308)
260;2014-02-01 00:01:18.383483+01;POINT(41.8646480812845 12.4649248836623)
351;2014-02-01 00:01:19.494421+01;POINT(41.9100508227258 12.4966092132391)
311;2014-02-01 00:01:19.763187+01;POINT(41.904491458125 12.4883044283734)
58;2014-02-01 00:01:19.799531+01;POINT(41.9131288440065 12.5067820009136)
362;2014-02-01 00:01:20.007923+01;POINT(41.9102748745671 12.4769209555423)
122;2014-02-01 00:01:20.111283+01;POINT(41.9181691367599 12.4969749471426)
331;2014-02-01 00:01:20.418478+01;POINT(41.9075676100329 12.450720956549)
331;2014-02-01 00:01:20.419183+01;POINT(41.9075676100329 12.450720956549)
196;2014-02-01 00:01:20.710638+01;POINT(41.8922298239912 12.469779213474)
172;2014-02-01 00:01:21.02998+01;POINT(41.9173918974736 12.499114196842)
352;2014-02-01 00:01:21.525465+01;POINT(41.8978360947222 12.469434812665)
59;2014-02-01 00:01:21.534098+01;POINT(41.9022030099413 12.48305396107)
188;2014-02-01 00:01:21.89275+01;POINT(41.9216182007925 12.4875170923146)
318;2014-02-01 00:01:22.367787+01;POINT(41.8863498055634 12.4693493599678)
321;2014-02-01 00:01:22.856927+01;POINT(41.89720349 12.47281857)
343;2014-02-01 00:01:22.94331+01;POINT(41.8921457674632 12.4697187895625)
361;2014-02-01 00:01:23.026877+01;POINT(41.9283274468035 12.4823960848153)
331;2014-02-01 00:01:23.324238+01;POINT(41.9075676100329 12.450720956549)
331;2014-02-01 00:01:23.324873+01;POINT(41.9075676100329 12.450720956549)
298;2014-02-01 00:01:24.140156+01;POINT(41.8963179225102 12.4667244404554)
197;2014-02-01 00:01:24.204667+01;POINT(41.8851243030846 12.470775794297)
368;2014-02-01 00:01:24.243244+01;POINT(41.8936583333333 12.4758883333333)
331;2014-02-01 00:01:24.287082+01;POINT(41.9075676100329 12.450720956549)
259;2014-02-01 00:01:24.324066+01;POINT(41.8602358395275 12.5995559817455)
317;2014-02-01 00:01:24.647291+01;POINT(41.9003907350371 12.473077472599)
295;2014-02-01 00:01:24.772208+01;POINT(41.896277049893 12.4724459237408)
232;2014-02-01 00:01:24.786861+01;POINT(41.9079860537966 12.4795287337016)
315;2014-02-01 00:01:25.023422+01;POINT(41.8997639164141 12.4640582239138)
135;2014-02-01 00:01:25.172472+01;POINT(41.9331899516031 12.5117847048568)
2;2014-02-01 00:01:25.223723+01;POINT(41.9090395026945 12.5079114632066)
105;2014-02-01 00:01:25.788609+01;POINT(41.8971435606299 12.4729530904655)
132;2014-02-01 00:01:26.034612+01;POINT(41.8626196931107 12.4785400687708)
248;2014-02-01 00:01:26.049411+01;POINT(41.8959019919821 12.4768818873779)
234;2014-02-01 00:01:26.085753+01;POINT(41.897718642144 12.4698621437719)
357;2014-02-01 00:01:26.351632+01;POINT(41.8435724146696 12.4763403287228)
281;2014-02-01 00:01:26.8651+01;POINT(41.8961756684404 12.4763240002437)
341;2014-02-01 00:01:26.938151+01;POINT(41.9076470275335 12.475962865918)
234;2014-02-01 00:01:26.960918+01;POINT(41.8976127560957 12.470222454798)
53;2014-02-01 00:01:27.30184+01;POINT(41.8896664413027 12.5033225737654)
224;2014-02-01 00:01:27.448094+01;POINT(41.96699608 12.45307136)
257;2014-02-01 00:01:27.679569+01;POINT(41.9210784442831 12.4915425437066)
104;2014-02-01 00:01:27.686402+01;POINT(41.784955779053 12.2515411167122)
178;2014-02-01 00:01:27.971936+01;POINT(41.9189656112023 12.4771594291966)
291;2014-02-01 00:01:28.012956+01;POINT(41.856939199004 12.4934385699274)
365;2014-02-01 00:01:28.204891+01;POINT(41.8941231404049 12.4819011087818)
174;2014-02-01 00:01:28.342721+01;POINT(41.8898128219691 12.4745070406691)
94;2014-02-01 00:01:28.812875+01;POINT(41.928371482774 12.4817463509252)
228;2014-02-01 00:01:29.004897+01;POINT(41.8972219549272 12.4727742184704)
61;2014-02-01 00:01:29.149822+01;POINT(41.9003633333333 12.472995)
156;2014-02-01 00:01:30.658858+01;POINT(41.8809138947523 12.4943850948656)
79;2014-02-01 00:01:31.039516+01;POINT(41.8990679 12.46022568)
297;2014-02-01 00:01:31.046526+01;POINT(41.8930181764688 12.4876147944249)
187;2014-02-01 00:01:31.050085+01;POINT(41.923135 12.46903)
89;2014-02-01 00:01:31.44984+01;POINT(41.8014689089012 12.4476216361007)
343;2014-02-01 00:01:31.657177+01;POINT(41.8922094110845 12.4697905590602)
191;2014-02-01 00:01:31.721915+01;POINT(41.8519293432976 12.5787443855308)
260;2014-02-01 00:01:33.012753+01;POINT(41.8652027677948 12.4652451990377)
37;2014-02-01 00:01:33.57395+01;POINT(41.8963834014486 12.4747455514602)
59;2014-02-01 00:01:33.712024+01;POINT(41.902706371454 12.4850125877073)
122;2014-02-01 00:01:33.797381+01;POINT(41.9171705126634 12.4962918114548)
351;2014-02-01 00:01:34.041308+01;POINT(41.9100508227258 12.4966092132391)
58;2014-02-01 00:01:35.093502+01;POINT(41.9131288440065 12.5067820009136)
196;2014-02-01 00:01:35.127551+01;POINT(41.8922298239912 12.469779213474)
362;2014-02-01 00:01:35.719692+01;POINT(41.9102748745671 12.4769209555423)
311;2014-02-01 00:01:35.871031+01;POINT(41.9043754235114 12.4883650792114)
361;2014-02-01 00:01:36.241525+01;POINT(41.9281150493771 12.482310924679)
105;2014-02-01 00:01:36.360776+01;POINT(41.8971435606299 12.4729530904655)
188;2014-02-01 00:01:36.861963+01;POINT(41.9214849456826 12.4895039490052)
172;2014-02-01 00:01:36.978574+01;POINT(41.9167068552376 12.4982418246275)
352;2014-02-01 00:01:37.039765+01;POINT(41.897851601243 12.4693364091218)
